countyname,fips,learning_modality,state,abbreviation,year,student_count
Benton County,27009,In Person,Minnesota,MN,2021,74680
Benton County,27009,In Person,Minnesota,MN,2022,146504
Benton County,28009,Hybrid,Mississippi,MS,2021,1019
Benton County,28009,In Person,Mississippi,MS,2021,5095
Benton County,28009,In Person,Mississippi,MS,2022,7133
Benton County,29015,Hybrid,Missouri,MO,2022,1733
Benton County,29015,In Person,Missouri,MO,2021,21795
Benton County,29015,In Person,Missouri,MO,2022,34488
Benton County,41003,Hybrid,Oregon,OR,2021,25640
Benton County,41003,Hybrid,Oregon,OR,2022,9446
Benton County,41003,In Person,Oregon,OR,2021,96252
Benton County,41003,In Person,Oregon,OR,2022,192300
Benton County,47005,In Person,Tennessee,TN,2021,13965
Benton County,47005,In Person,Tennessee,TN,2022,19551
Benton County,53005,Hybrid,Washington,WA,2022,14221
Benton County,53005,In Person,Washington,WA,2021,245415
Benton County,53005,In Person,Washington,WA,2022,479562
Benzie County,26019,In Person,Michigan,MI,2021,8432
Benzie County,26019,In Person,Michigan,MI,2022,19570
Bergen County,34003,Hybrid,New Jersey,NJ,2021,7053
Bergen County,34003,Hybrid,New Jersey,NJ,2022,8401
Bergen County,34003,In Person,New Jersey,NJ,2021,581480
Bergen County,34003,In Person,New Jersey,NJ,2022,1148030
Bergen County,34003,Remote,New Jersey,NJ,2022,16372
Berkeley County,45015,Hybrid,South Carolina,SC,2021,63457
Berkeley County,45015,Hybrid,South Carolina,SC,2022,63457
Berkeley County,45015,In Person,South Carolina,SC,2021,317285
Berkeley County,45015,In Person,South Carolina,SC,2022,634570
Berkeley County,54003,In Person,West Virginia,WV,2021,98500
Berkeley County,54003,In Person,West Virginia,WV,2022,197000
Berks County,42011,Hybrid,Pennsylvania,PA,2022,17675
Berks County,42011,In Person,Pennsylvania,PA,2021,390979
Berks County,42011,In Person,Pennsylvania,PA,2022,724463
Berkshire County,25003,Hybrid,Massachusetts,MA,2021,2370
Berkshire County,25003,Hybrid,Massachusetts,MA,2022,5261
Berkshire County,25003,In Person,Massachusetts,MA,2021,61485
Berkshire County,25003,In Person,Massachusetts,MA,2022,124870
Bernalillo County,35001,Hybrid,New Mexico,NM,2021,23159
Bernalillo County,35001,Hybrid,New Mexico,NM,2022,215001
Bernalillo County,35001,In Person,New Mexico,NM,2021,558348
Bernalillo County,35001,In Person,New Mexico,NM,2022,1028735
Bernalillo County,35001,Remote,New Mexico,NM,2022,1695
Berrien County,13019,Hybrid,Georgia,GA,2021,39455
Berrien County,13019,In Person,Georgia,GA,2021,12720
Berrien County,13019,In Person,Georgia,GA,2022,22260
Berrien County,26021,Hybrid,Michigan,MI,2021,3247
Berrien County,26021,Hybrid,Michigan,MI,2022,7822
Berrien County,26021,In Person,Michigan,MI,2021,135369
Berrien County,26021,In Person,Michigan,MI,2022,270489
Berrien County,26021,Remote,Michigan,MI,2021,972
Bertie County,37015,Hybrid,North Carolina,NC,2021,445
Bertie County,37015,Hybrid,North Carolina,NC,2022,356
Bertie County,37015,In Person,North Carolina,NC,2021,10400
Bertie County,37015,In Person,North Carolina,NC,2022,20800
Bethel Census Area,2050,In Person,Alaska,AK,2021,25570
Bethel Census Area,2050,In Person,Alaska,AK,2022,49751
Bexar County,48029,Hybrid,Texas,TX,2022,15972
Bexar County,48029,In Person,Texas,TX,2021,1863020
Bexar County,48029,In Person,Texas,TX,2022,3714201
Bibb County,13021,Hybrid,Georgia,GA,2021,21812
Bibb County,13021,In Person,Georgia,GA,2021,118710
Bibb County,13021,In Person,Georgia,GA,2022,240960
Bibb County,13021,Remote,Georgia,GA,2021,21812
Bienville Parish,22013,In Person,Louisiana,LA,2021,22170
Bienville Parish,22013,In Person,Louisiana,LA,2022,44340
Big Horn County,30003,In Person,Montana,MT,2021,11847
Big Horn County,30003,In Person,Montana,MT,2022,23719
Big Horn County,56003,In Person,Wyoming,WY,2021,25953
Big Horn County,56003,In Person,Wyoming,WY,2022,53368
Big Stone County,27011,In Person,Minnesota,MN,2021,4140
Big Stone County,27011,In Person,Minnesota,MN,2022,8280
Billings County,38007,In Person,North Dakota,ND,2021,1905
Billings County,38007,In Person,North Dakota,ND,2022,2667
Bingham County,16011,Hybrid,Idaho,ID,2021,1817
Bingham County,16011,Hybrid,Idaho,ID,2022,339
Bingham County,16011,In Person,Idaho,ID,2021,67568
Bingham County,16011,In Person,Idaho,ID,2022,133255
Black Hawk County,19013,Hybrid,Iowa,IA,2022,1071
Black Hawk County,19013,In Person,Iowa,IA,2021,110169
Black Hawk County,19013,In Person,Iowa,IA,2022,221445
Blackford County,18009,Hybrid,Indiana,IN,2022,1572
Blackford County,18009,In Person,Indiana,IN,2021,7860
Blackford County,18009,In Person,Indiana,IN,2022,15720
Bladen County,37017,Hybrid,North Carolina,NC,2021,107112
Bladen County,37017,Hybrid,North Carolina,NC,2022,9861
Bladen County,37017,In Person,North Carolina,NC,2021,306620
Bladen County,37017,In Person,North Carolina,NC,2022,619549
Blaine County,16013,In Person,Idaho,ID,2021,17470
Blaine County,16013,In Person,Idaho,ID,2022,34940
Blaine County,30005,Hybrid,Montana,MT,2021,234
Blaine County,30005,Hybrid,Montana,MT,2022,234
Blaine County,30005,In Person,Montana,MT,2021,5608
Blaine County,30005,In Person,Montana,MT,2022,11970
Blaine County,30005,Remote,Montana,MT,2022,234
Blaine County,31009,In Person,Nebraska,NE,2021,270
Blaine County,31009,In Person,Nebraska,NE,2022,900
Blaine County,40011,In Person,Oklahoma,OK,2021,3760
Blaine County,40011,In Person,Oklahoma,OK,2022,13261
Blair County,42013,In Person,Pennsylvania,PA,2021,51410
Blair County,42013,In Person,Pennsylvania,PA,2022,86848
Blanco County,48031,In Person,Texas,TX,2021,57125
Blanco County,48031,In Person,Texas,TX,2022,103531
Bland County,51021,In Person,Virginia,VA,2021,3465
Bland County,51021,In Person,Virginia,VA,2022,6930
Bleckley County,13023,In Person,Georgia,GA,2021,19490
Bleckley County,13023,In Person,Georgia,GA,2022,34936
Bledsoe County,47007,Hybrid,Tennessee,TN,2021,1723
Bledsoe County,47007,In Person,Tennessee,TN,2021,45080
Bledsoe County,47007,In Person,Tennessee,TN,2022,80956
Blount County,1009,Hybrid,Alabama,AL,2021,5764
Blount County,1009,Hybrid,Alabama,AL,2022,13417
Blount County,1009,In Person,Alabama,AL,2021,109470
Blount County,1009,In Person,Alabama,AL,2022,213381
Blount County,47009,Hybrid,Tennessee,TN,2021,4268
Blount County,47009,Hybrid,Tennessee,TN,2022,16106
Blount County,47009,In Person,Tennessee,TN,2021,91925
Blount County,47009,In Person,Tennessee,TN,2022,177448
Blue Earth County,27013,Hybrid,Minnesota,MN,2021,9021
Blue Earth County,27013,In Person,Minnesota,MN,2021,75830
Blue Earth County,27013,In Person,Minnesota,MN,2022,144928
Boise County,16015,Hybrid,Idaho,ID,2021,652
Boise County,16015,Hybrid,Idaho,ID,2022,278
Boise County,16015,In Person,Idaho,ID,2021,6041
Boise County,16015,In Person,Idaho,ID,2022,12976
Bolivar County,28011,Hybrid,Mississippi,MS,2022,1110
Bolivar County,28011,In Person,Mississippi,MS,2021,37321
Bolivar County,28011,In Person,Mississippi,MS,2022,79248
Bolivar County,28011,Remote,Mississippi,MS,2022,1110
Bollinger County,29017,Hybrid,Missouri,MO,2022,225
Bollinger County,29017,In Person,Missouri,MO,2021,8347
Bollinger County,29017,In Person,Missouri,MO,2022,17630
Bon Homme County,46009,In Person,South Dakota,SD,2021,6035
Bon Homme County,46009,In Person,South Dakota,SD,2022,11353
Bond County,17005,Hybrid,Illinois,IL,2022,385
Bond County,17005,In Person,Illinois,IL,2021,29705
Bond County,17005,In Person,Illinois,IL,2022,56488
Bonner County,16017,In Person,Idaho,ID,2021,25015
Bonner County,16017,In Person,Idaho,ID,2022,49085
Bonneville County,16019,Hybrid,Idaho,ID,2022,19662
Bonneville County,16019,In Person,Idaho,ID,2021,176335
Bonneville County,16019,In Person,Idaho,ID,2022,350753
Boone County,5009,Hybrid,Arkansas,AR,2022,3241
Boone County,5009,In Person,Arkansas,AR,2021,24760
Boone County,5009,In Person,Arkansas,AR,2022,52130
Boone County,17007,Hybrid,Illinois,IL,2022,2683
Boone County,17007,In Person,Illinois,IL,2021,97165
Boone County,17007,In Person,Illinois,IL,2022,184478
Boone County,18011,Hybrid,Indiana,IN,2021,11274
Boone County,18011,Hybrid,Indiana,IN,2022,14655
Boone County,18011,In Person,Indiana,IN,2021,213885
Boone County,18011,In Person,Indiana,IN,2022,402405
Boone County,19015,In Person,Iowa,IA,2021,28209
Boone County,19015,In Person,Iowa,IA,2022,65941
Boone County,21015,In Person,Kentucky,KY,2021,121305
Boone County,21015,In Person,Kentucky,KY,2022,258240
Boone County,29019,Hybrid,Missouri,MO,2022,20698
Boone County,29019,In Person,Missouri,MO,2021,120625
Boone County,29019,In Person,Missouri,MO,2022,235337
Boone County,31011,In Person,Nebraska,NE,2021,6130
Boone County,31011,In Person,Nebraska,NE,2022,12791
Boone County,54005,In Person,West Virginia,WV,2021,18370
Boone County,54005,In Person,West Virginia,WV,2022,36740
Borden County,48033,In Person,Texas,TX,2021,8000
Borden County,48033,In Person,Texas,TX,2022,15196
Bosque County,48035,Hybrid,Texas,TX,2022,128
Bosque County,48035,In Person,Texas,TX,2021,40540
Bosque County,48035,In Person,Texas,TX,2022,71186
Bossier Parish,22015,In Person,Louisiana,LA,2021,113165
Bossier Parish,22015,In Person,Louisiana,LA,2022,226330
Botetourt County,51023,Hybrid,Virginia,VA,2021,13999
Botetourt County,51023,In Person,Virginia,VA,2021,93355
Botetourt County,51023,In Person,Virginia,VA,2022,172694
Bottineau County,38009,In Person,North Dakota,ND,2021,7435
Bottineau County,38009,In Person,North Dakota,ND,2022,13550
Boulder County,8013,Hybrid,Colorado,CO,2021,31000
Boulder County,8013,In Person,Colorado,CO,2021,319275
Boulder County,8013,In Person,Colorado,CO,2022,638550
Boundary County,16021,In Person,Idaho,ID,2021,7230
Boundary County,16021,In Person,Idaho,ID,2022,14460
Bourbon County,20011,Hybrid,Kansas,KS,2022,1818
Bourbon County,20011,In Person,Kansas,KS,2021,15665
Bourbon County,20011,In Person,Kansas,KS,2022,29539
Bourbon County,21017,Hybrid,Kentucky,KY,2021,11410
Bourbon County,21017,Hybrid,Kentucky,KY,2022,9925
Bourbon County,21017,In Person,Kentucky,KY,2021,112295
Bourbon County,21017,In Person,Kentucky,KY,2022,203329
Bourbon County,21017,Remote,Kentucky,KY,2021,743
Bowie County,48037,Hybrid,Texas,TX,2022,10998
Bowie County,48037,In Person,Texas,TX,2021,84015
Bowie County,48037,In Person,Texas,TX,2022,170467
Bowman County,38011,In Person,North Dakota,ND,2021,2650
Bowman County,38011,In Person,North Dakota,ND,2022,5699
Box Butte County,31013,In Person,Nebraska,NE,2021,9310
Box Butte County,31013,In Person,Nebraska,NE,2022,18620
Box Elder County,49003,In Person,Utah,UT,2021,62770
Box Elder County,49003,In Person,Utah,UT,2022,125540
Boyd County,21019,Hybrid,Kentucky,KY,2021,8135
Boyd County,21019,Hybrid,Kentucky,KY,2022,3322
Boyd County,21019,In Person,Kentucky,KY,2021,37170
Boyd County,21019,In Person,Kentucky,KY,2022,64107
Boyd County,21019,Remote,Kentucky,KY,2021,6733
Boyd County,31015,Hybrid,Nebraska,NE,2022,714
Boyd County,31015,In Person,Nebraska,NE,2021,1785
Boyd County,31015,In Person,Nebraska,NE,2022,2499
Boyle County,21021,Hybrid,Kentucky,KY,2022,2817
Boyle County,21021,In Person,Kentucky,KY,2021,23940
Boyle County,21021,In Person,Kentucky,KY,2022,47880
Bracken County,21023,In Person,Kentucky,KY,2021,19656
Bracken County,21023,In Person,Kentucky,KY,2022,35188
Bradford County,12007,In Person,Florida,FL,2021,27365
Bradford County,12007,In Person,Florida,FL,2022,47527
Bradford County,42015,In Person,Pennsylvania,PA,2021,45315
Bradford County,42015,In Person,Pennsylvania,PA,2022,84372
Bradley County,5011,In Person,Arkansas,AR,2021,8756
Bradley County,5011,In Person,Arkansas,AR,2022,20320
Bradley County,47011,Hybrid,Tennessee,TN,2021,5814
Bradley County,47011,Hybrid,Tennessee,TN,2022,5814
Bradley County,47011,In Person,Tennessee,TN,2021,91730
Bradley County,47011,In Person,Tennessee,TN,2022,183460
Branch County,26023,In Person,Michigan,MI,2021,38805
Branch County,26023,In Person,Michigan,MI,2022,71234
Brantley County,13025,In Person,Georgia,GA,2021,10365
Brantley County,13025,In Person,Georgia,GA,2022,34550
Braxton County,54007,Hybrid,West Virginia,WV,2021,1935
Braxton County,54007,In Person,West Virginia,WV,2021,9675
Braxton County,54007,In Person,West Virginia,WV,2022,13545
Brazoria County,48039,Hybrid,Texas,TX,2021,46347
Brazoria County,48039,In Person,Texas,TX,2021,422485
Brazoria County,48039,In Person,Texas,TX,2022,844970
Brazoria County,48039,Remote,Texas,TX,2021,6861
Brazos County,48041,Hybrid,Texas,TX,2021,1243
Brazos County,48041,In Person,Texas,TX,2021,178860
Brazos County,48041,In Person,Texas,TX,2022,356493
Breathitt County,21025,Hybrid,Kentucky,KY,2021,6942
Breathitt County,21025,Hybrid,Kentucky,KY,2022,4936
Breathitt County,21025,In Person,Kentucky,KY,2021,15215
Breathitt County,21025,In Person,Kentucky,KY,2022,34132
Breckinridge County,21027,In Person,Kentucky,KY,2021,23160
Breckinridge County,21027,In Person,Kentucky,KY,2022,73130
Bremer County,19017,In Person,Iowa,IA,2021,30254
Bremer County,19017,In Person,Iowa,IA,2022,57991
Brevard County,12009,Hybrid,Florida,FL,2021,147924
Brevard County,12009,In Person,Florida,FL,2021,369810
Brevard County,12009,In Person,Florida,FL,2022,739620
Brewster County,48043,In Person,Texas,TX,2021,5755
Brewster County,48043,In Person,Texas,TX,2022,12012
Briscoe County,48045,In Person,Texas,TX,2021,920
Briscoe County,48045,In Person,Texas,TX,2022,1840
Bristol Bay Borough,2060,In Person,Alaska,AK,2021,1805
Bristol Bay Borough,2060,In Person,Alaska,AK,2022,2527
Bristol County,25005,In Person,Massachusetts,MA,2021,414322
Bristol County,25005,In Person,Massachusetts,MA,2022,806012
Bristol County,44001,Hybrid,Rhode Island,RI,2022,3397
Bristol County,44001,In Person,Rhode Island,RI,2021,32850
Bristol County,44001,In Person,Rhode Island,RI,2022,56181
Bristol city,51520,In Person,Virginia,VA,2021,6765
Bristol city,51520,In Person,Virginia,VA,2022,22550
Broadwater County,30007,In Person,Montana,MT,2021,7000
Broadwater County,30007,In Person,Montana,MT,2022,14000
Bronx County,36005,Hybrid,New York,NY,2021,159865
Bronx County,36005,In Person,New York,NY,2021,1088220
Bronx County,36005,In Person,New York,NY,2022,2156854
Bronx County,36005,Remote,New York,NY,2022,441
Brooke County,54009,In Person,West Virginia,WV,2021,13455
Brooke County,54009,In Person,West Virginia,WV,2022,18837
Brookings County,46011,In Person,South Dakota,SD,2021,23619
Brookings County,46011,In Person,South Dakota,SD,2022,48845
Brooks County,13027,In Person,Georgia,GA,2021,13860
Brooks County,13027,In Person,Georgia,GA,2022,27720
Brooks County,48047,In Person,Texas,TX,2021,8175
Brooks County,48047,In Person,Texas,TX,2022,16350
Broome County,36007,Hybrid,New York,NY,2021,727
Broome County,36007,Hybrid,New York,NY,2022,5299
Broome County,36007,In Person,New York,NY,2021,130194
Broome County,36007,In Person,New York,NY,2022,259058
Broome County,36007,Remote,New York,NY,2021,727
Broward County,12011,In Person,Florida,FL,2021,1345860
Broward County,12011,In Person,Florida,FL,2022,2691720
Brown County,17009,In Person,Illinois,IL,2021,3685
Brown County,17009,In Person,Illinois,IL,2022,7370
Brown County,18013,Hybrid,Indiana,IN,2021,985
Brown County,18013,Hybrid,Indiana,IN,2022,1379
Brown County,18013,In Person,Indiana,IN,2021,102835
Brown County,18013,In Person,Indiana,IN,2022,205670
Brown County,18013,Remote,Indiana,IN,2022,394
Brown County,20013,In Person,Kansas,KS,2021,12080
Brown County,20013,In Person,Kansas,KS,2022,23050
Brown County,27015,In Person,Minnesota,MN,2021,23145
Brown County,27015,In Person,Minnesota,MN,2022,48730
Brown County,31017,In Person,Nebraska,NE,2021,2135
Brown County,31017,In Person,Nebraska,NE,2022,2989
Brown County,39015,Hybrid,Ohio,OH,2021,1516
Brown County,39015,Hybrid,Ohio,OH,2022,3731
Brown County,39015,In Person,Ohio,OH,2021,73650
Brown County,39015,In Person,Ohio,OH,2022,142068
Brown County,46013,In Person,South Dakota,SD,2021,29975
Brown County,46013,In Person,South Dakota,SD,2022,59476
Brown County,48049,Hybrid,Texas,TX,2022,265
Brown County,48049,In Person,Texas,TX,2021,35885
Brown County,48049,In Person,Texas,TX,2022,57553
Brown County,55009,Hybrid,Wisconsin,WI,2021,40496
Brown County,55009,In Person,Wisconsin,WI,2021,267953
Brown County,55009,In Person,Wisconsin,WI,2022,539235
Brule County,46015,In Person,South Dakota,SD,2021,7359
Brule County,46015,In Person,South Dakota,SD,2022,15867
Brunswick County,37019,Hybrid,North Carolina,NC,2021,12610
Brunswick County,37019,In Person,North Carolina,NC,2021,67830
Brunswick County,37019,In Person,North Carolina,NC,2022,132792
Brunswick County,51025,Hybrid,Virginia,VA,2022,6669
Brunswick County,51025,In Person,Virginia,VA,2021,18805
Brunswick County,51025,In Person,Virginia,VA,2022,32996
Bryan County,13029,In Person,Georgia,GA,2021,48750
Bryan County,13029,In Person,Georgia,GA,2022,97500
Bryan County,40013,Hybrid,Oklahoma,OK,2022,3781
Bryan County,40013,In Person,Oklahoma,OK,2021,33782
Bryan County,40013,In Person,Oklahoma,OK,2022,72221
Buchanan County,19019,In Person,Iowa,IA,2021,21679
Buchanan County,19019,In Person,Iowa,IA,2022,43181
Buchanan County,29021,Hybrid,Missouri,MO,2021,10946
Buchanan County,29021,Hybrid,Missouri,MO,2022,10946
Buchanan County,29021,In Person,Missouri,MO,2021,67690
Buchanan County,29021,In Person,Missouri,MO,2022,134687
Buchanan County,51027,In Person,Virginia,VA,2021,13380
Buchanan County,51027,In Person,Virginia,VA,2022,18732
Buckingham County,51029,In Person,Virginia,VA,2021,17170
Buckingham County,51029,In Person,Virginia,VA,2022,34340
Bucks County,42017,Hybrid,Pennsylvania,PA,2022,18104
Bucks County,42017,In Person,Pennsylvania,PA,2021,481965
Bucks County,42017,In Person,Pennsylvania,PA,2022,953754
Bucks County,42017,Remote,Pennsylvania,PA,2022,162
Buena Vista County,19021,Hybrid,Iowa,IA,2022,154
Buena Vista County,19021,In Person,Iowa,IA,2021,22895
Buena Vista County,19021,In Person,Iowa,IA,2022,47026
Buffalo County,31019,In Person,Nebraska,NE,2021,42235
Buffalo County,31019,In Person,Nebraska,NE,2022,83651
Buffalo County,55011,Hybrid,Wisconsin,WI,2021,953
Buffalo County,55011,In Person,Wisconsin,WI,2021,22995
Buffalo County,55011,In Person,Wisconsin,WI,2022,37512
Bullitt County,21029,Hybrid,Kentucky,KY,2021,3169
Bullitt County,21029,Hybrid,Kentucky,KY,2022,13330
Bullitt County,21029,In Person,Kentucky,KY,2021,82495
Bullitt County,21029,In Person,Kentucky,KY,2022,164990
Bulloch County,13031,In Person,Georgia,GA,2021,121125
Bulloch County,13031,In Person,Georgia,GA,2022,232044
Bullock County,1011,In Person,Alabama,AL,2021,7295
Bullock County,1011,In Person,Alabama,AL,2022,14590
Buncombe County,37021,Hybrid,North Carolina,NC,2021,23669
Buncombe County,37021,Hybrid,North Carolina,NC,2022,4443
Buncombe County,37021,In Person,North Carolina,NC,2021,165555
