countyname,fips,learning_modality,state,abbreviation,year,student_count
Cherry County,31031,In Person,Nebraska,NE,2021,4168
Cherry County,31031,In Person,Nebraska,NE,2022,8738
Chesapeake city,51550,Hybrid,Virginia,VA,2022,41597
Chesapeake city,51550,In Person,Virginia,VA,2021,207985
Chesapeake city,51550,In Person,Virginia,VA,2022,415970
Cheshire County,33005,Hybrid,New Hampshire,NH,2021,3308
Cheshire County,33005,In Person,New Hampshire,NH,2021,44096
Cheshire County,33005,In Person,New Hampshire,NH,2022,83361
Chester County,42029,Hybrid,Pennsylvania,PA,2022,7182
Chester County,42029,In Person,Pennsylvania,PA,2021,460385
Chester County,42029,In Person,Pennsylvania,PA,2022,856621
Chester County,42029,Remote,Pennsylvania,PA,2021,2940
Chester County,42029,Remote,Pennsylvania,PA,2022,1764
Chester County,45023,Hybrid,South Carolina,SC,2021,33523
Chester County,45023,Hybrid,South Carolina,SC,2022,5107
Chester County,45023,In Person,South Carolina,SC,2021,174331
Chester County,45023,In Person,South Carolina,SC,2022,353769
Chester County,45023,Remote,South Carolina,SC,2021,5107
Chester County,47023,Hybrid,Tennessee,TN,2022,2838
Chester County,47023,In Person,Tennessee,TN,2021,14190
Chester County,47023,In Person,Tennessee,TN,2022,28380
Chesterfield County,45025,In Person,South Carolina,SC,2021,36290
Chesterfield County,45025,In Person,South Carolina,SC,2022,71770
Chesterfield County,51041,Hybrid,Virginia,VA,2022,2899
Chesterfield County,51041,In Person,Virginia,VA,2021,321767
Chesterfield County,51041,In Person,Virginia,VA,2022,646433
Cheyenne County,8017,In Person,Colorado,CO,2021,1188
Cheyenne County,8017,In Person,Colorado,CO,2022,3718
Cheyenne County,20023,In Person,Kansas,KS,2021,2100
Cheyenne County,20023,In Person,Kansas,KS,2022,4200
Cheyenne County,31033,In Person,Nebraska,NE,2021,7189
Cheyenne County,31033,In Person,Nebraska,NE,2022,14879
Chickasaw County,19037,In Person,Iowa,IA,2021,22165
Chickasaw County,19037,In Person,Iowa,IA,2022,35183
Chickasaw County,28017,In Person,Mississippi,MS,2021,17240
Chickasaw County,28017,In Person,Mississippi,MS,2022,27478
Chicot County,5017,In Person,Arkansas,AR,2021,5753
Chicot County,5017,In Person,Arkansas,AR,2022,10504
Childress County,48075,In Person,Texas,TX,2021,5450
Childress County,48075,In Person,Texas,TX,2022,7630
Chilton County,1021,In Person,Alabama,AL,2021,39155
Chilton County,1021,In Person,Alabama,AL,2022,78310
Chippewa County,26033,Hybrid,Michigan,MI,2021,2562
Chippewa County,26033,In Person,Michigan,MI,2021,19931
Chippewa County,26033,In Person,Michigan,MI,2022,43468
Chippewa County,26033,Remote,Michigan,MI,2022,623
Chippewa County,27023,In Person,Minnesota,MN,2021,10475
Chippewa County,27023,In Person,Minnesota,MN,2022,26291
Chippewa County,55017,In Person,Wisconsin,WI,2021,51411
Chippewa County,55017,In Person,Wisconsin,WI,2022,100137
Chisago County,27025,Hybrid,Minnesota,MN,2021,6024
Chisago County,27025,In Person,Minnesota,MN,2021,103795
Chisago County,27025,In Person,Minnesota,MN,2022,202265
Chisago County,27025,Remote,Minnesota,MN,2021,6024
Chittenden County,50007,Hybrid,Vermont,VT,2021,4674
Chittenden County,50007,Hybrid,Vermont,VT,2022,837
Chittenden County,50007,In Person,Vermont,VT,2021,111800
Chittenden County,50007,In Person,Vermont,VT,2022,223600
Choctaw County,1023,In Person,Alabama,AL,2021,6210
Choctaw County,1023,In Person,Alabama,AL,2022,12420
Choctaw County,40023,Hybrid,Oklahoma,OK,2021,1559
Choctaw County,40023,Hybrid,Oklahoma,OK,2022,1198
Choctaw County,40023,In Person,Oklahoma,OK,2021,11240
Choctaw County,40023,In Person,Oklahoma,OK,2022,20368
Chouteau County,30015,In Person,Montana,MT,2021,2462
Chouteau County,30015,In Person,Montana,MT,2022,6854
Chowan County,37041,In Person,North Carolina,NC,2021,9705
Chowan County,37041,In Person,North Carolina,NC,2022,19410
Christian County,17021,In Person,Illinois,IL,2021,43250
Christian County,17021,In Person,Illinois,IL,2022,78424
Christian County,21047,Hybrid,Kentucky,KY,2021,605
Christian County,21047,In Person,Kentucky,KY,2021,54433
Christian County,21047,In Person,Kentucky,KY,2022,110927
Christian County,29043,Hybrid,Missouri,MO,2022,24330
Christian County,29043,In Person,Missouri,MO,2021,122264
Christian County,29043,In Person,Missouri,MO,2022,246493
Churchill County,32001,In Person,Nevada,NV,2021,6722
Churchill County,32001,In Person,Nevada,NV,2022,23527
Cibola County,35006,Hybrid,New Mexico,NM,2022,3408
Cibola County,35006,In Person,New Mexico,NM,2021,17040
Cibola County,35006,In Person,New Mexico,NM,2022,34080
Cimarron County,40025,In Person,Oklahoma,OK,2021,1876
Cimarron County,40025,In Person,Oklahoma,OK,2022,3668
Citrus County,12017,In Person,Florida,FL,2021,192920
Citrus County,12017,In Person,Florida,FL,2022,385840
Clackamas County,41005,Hybrid,Oregon,OR,2021,36173
Clackamas County,41005,Hybrid,Oregon,OR,2022,22118
Clackamas County,41005,In Person,Oregon,OR,2021,365359
Clackamas County,41005,In Person,Oregon,OR,2022,731534
Clackamas County,41005,Remote,Oregon,OR,2021,4830
Claiborne County,28021,In Person,Mississippi,MS,2021,6870
Claiborne County,28021,In Person,Mississippi,MS,2022,13740
Claiborne County,47025,In Person,Tennessee,TN,2021,25565
Claiborne County,47025,In Person,Tennessee,TN,2022,35791
Claiborne Parish,22027,Hybrid,Louisiana,LA,2022,5941
Claiborne Parish,22027,In Person,Louisiana,LA,2021,48775
Claiborne Parish,22027,In Person,Louisiana,LA,2022,97550
Clallam County,53009,In Person,Washington,WA,2021,51954
Clallam County,53009,In Person,Washington,WA,2022,99717
Clare County,26035,Hybrid,Michigan,MI,2022,409
Clare County,26035,In Person,Michigan,MI,2021,32172
Clare County,26035,In Person,Michigan,MI,2022,62956
Clarendon County,45027,Hybrid,South Carolina,SC,2022,3348
Clarendon County,45027,In Person,South Carolina,SC,2021,37650
Clarendon County,45027,In Person,South Carolina,SC,2022,66642
Clarion County,42031,Hybrid,Pennsylvania,PA,2021,1214
Clarion County,42031,In Person,Pennsylvania,PA,2021,28112
Clarion County,42031,In Person,Pennsylvania,PA,2022,52117
Clark County,5019,In Person,Arkansas,AR,2021,14245
Clark County,5019,In Person,Arkansas,AR,2022,27194
Clark County,16033,In Person,Idaho,ID,2021,363
Clark County,16033,In Person,Idaho,ID,2022,1210
Clark County,17023,In Person,Illinois,IL,2021,13720
Clark County,17023,In Person,Illinois,IL,2022,23009
Clark County,18019,Hybrid,Indiana,IN,2021,10310
Clark County,18019,Hybrid,Indiana,IN,2022,12224
Clark County,18019,In Person,Indiana,IN,2021,137740
Clark County,18019,In Person,Indiana,IN,2022,266255
Clark County,18019,Remote,Indiana,IN,2022,547
Clark County,20025,In Person,Kansas,KS,2021,2295
Clark County,20025,In Person,Kansas,KS,2022,4590
Clark County,21049,Hybrid,Kentucky,KY,2021,4704
Clark County,21049,In Person,Kentucky,KY,2021,51685
Clark County,21049,In Person,Kentucky,KY,2022,103370
Clark County,29045,In Person,Missouri,MO,2021,5590
Clark County,29045,In Person,Missouri,MO,2022,7826
Clark County,32003,Hybrid,Nevada,NV,2021,328991
Clark County,32003,Hybrid,Nevada,NV,2022,328991
Clark County,32003,In Person,Nevada,NV,2021,1644955
Clark County,32003,In Person,Nevada,NV,2022,3289910
Clark County,39023,Hybrid,Ohio,OH,2021,8959
Clark County,39023,Hybrid,Ohio,OH,2022,22667
Clark County,39023,In Person,Ohio,OH,2021,159065
Clark County,39023,In Person,Ohio,OH,2022,302176
Clark County,46025,In Person,South Dakota,SD,2021,4500
Clark County,46025,In Person,South Dakota,SD,2022,8487
Clark County,53011,Hybrid,Washington,WA,2022,23355
Clark County,53011,In Person,Washington,WA,2021,280807
Clark County,53011,In Person,Washington,WA,2022,568542
Clark County,55019,In Person,Wisconsin,WI,2021,56165
Clark County,55019,In Person,Wisconsin,WI,2022,103354
Clarke County,1025,In Person,Alabama,AL,2021,17610
Clarke County,1025,In Person,Alabama,AL,2022,31740
Clarke County,1025,Remote,Alabama,AL,2022,2362
Clarke County,13059,Hybrid,Georgia,GA,2021,9330
Clarke County,13059,Hybrid,Georgia,GA,2022,18896
Clarke County,13059,In Person,Georgia,GA,2021,66490
Clarke County,13059,In Person,Georgia,GA,2022,132980
Clarke County,19039,In Person,Iowa,IA,2021,12590
Clarke County,19039,In Person,Iowa,IA,2022,21742
Clarke County,28023,Hybrid,Mississippi,MS,2022,5143
Clarke County,28023,In Person,Mississippi,MS,2021,60055
Clarke County,28023,In Person,Mississippi,MS,2022,120110
Clarke County,51043,In Person,Virginia,VA,2021,36480
Clarke County,51043,In Person,Virginia,VA,2022,51072
Clatsop County,41007,Hybrid,Oregon,OR,2021,724
Clatsop County,41007,In Person,Oregon,OR,2021,29625
Clatsop County,41007,In Person,Oregon,OR,2022,59250
Clay County,1027,In Person,Alabama,AL,2021,51467
Clay County,1027,In Person,Alabama,AL,2022,82863
Clay County,5021,In Person,Arkansas,AR,2021,7555
Clay County,5021,In Person,Arkansas,AR,2022,15152
Clay County,12019,In Person,Florida,FL,2021,208850
Clay County,12019,In Person,Florida,FL,2022,417700
Clay County,17025,In Person,Illinois,IL,2021,11335
Clay County,17025,In Person,Illinois,IL,2022,18626
Clay County,18021,Hybrid,Indiana,IN,2021,1436
Clay County,18021,In Person,Indiana,IN,2021,24295
Clay County,18021,In Person,Indiana,IN,2022,34013
Clay County,18021,Remote,Indiana,IN,2021,718
Clay County,19041,Hybrid,Iowa,IA,2022,154
Clay County,19041,In Person,Iowa,IA,2021,25880
Clay County,19041,In Person,Iowa,IA,2022,51178
Clay County,20027,Hybrid,Kansas,KS,2022,7463
Clay County,20027,In Person,Kansas,KS,2021,52375
Clay County,20027,In Person,Kansas,KS,2022,100760
Clay County,21051,Hybrid,Kentucky,KY,2021,3235
Clay County,21051,In Person,Kentucky,KY,2021,63115
Clay County,21051,In Person,Kentucky,KY,2022,126230
Clay County,27027,In Person,Minnesota,MN,2021,58520
Clay County,27027,In Person,Minnesota,MN,2022,114868
Clay County,28025,In Person,Mississippi,MS,2021,42360
Clay County,28025,In Person,Mississippi,MS,2022,75888
Clay County,29047,In Person,Missouri,MO,2021,216205
Clay County,29047,In Person,Missouri,MO,2022,431570
Clay County,31035,In Person,Nebraska,NE,2021,6780
Clay County,31035,In Person,Nebraska,NE,2022,12747
Clay County,37043,In Person,North Carolina,NC,2021,6720
Clay County,37043,In Person,North Carolina,NC,2022,13440
Clay County,46027,In Person,South Dakota,SD,2021,9575
Clay County,46027,In Person,South Dakota,SD,2022,21262
Clay County,47027,In Person,Tennessee,TN,2021,5520
Clay County,47027,In Person,Tennessee,TN,2022,11040
Clay County,48077,In Person,Texas,TX,2021,9695
Clay County,48077,In Person,Texas,TX,2022,19771
Clay County,54015,Hybrid,West Virginia,WV,2022,5439
Clay County,54015,In Person,West Virginia,WV,2021,5439
Clay County,54015,In Person,West Virginia,WV,2022,12691
Clayton County,13063,Hybrid,Georgia,GA,2021,217696
Clayton County,13063,Hybrid,Georgia,GA,2022,54424
Clayton County,13063,In Person,Georgia,GA,2021,219036
Clayton County,13063,In Person,Georgia,GA,2022,546652
Clayton County,19043,In Person,Iowa,IA,2021,20438
Clayton County,19043,In Person,Iowa,IA,2022,41847
Clear Creek County,8019,In Person,Colorado,CO,2021,3585
Clear Creek County,8019,In Person,Colorado,CO,2022,7170
Clearfield County,42033,In Person,Pennsylvania,PA,2021,62909
Clearfield County,42033,In Person,Pennsylvania,PA,2022,107595
Clearwater County,16035,In Person,Idaho,ID,2021,6885
Clearwater County,16035,In Person,Idaho,ID,2022,10383
Clearwater County,27029,In Person,Minnesota,MN,2021,10685
Clearwater County,27029,In Person,Minnesota,MN,2022,20002
Cleburne County,1029,Hybrid,Alabama,AL,2021,12695
Cleburne County,1029,Hybrid,Alabama,AL,2022,7617
Cleburne County,1029,In Person,Alabama,AL,2021,5580
Cleburne County,1029,In Person,Alabama,AL,2022,15429
Cleburne County,5023,In Person,Arkansas,AR,2021,25600
Cleburne County,5023,In Person,Arkansas,AR,2022,45209
Clermont County,39025,Hybrid,Ohio,OH,2021,3627
Clermont County,39025,Hybrid,Ohio,OH,2022,28059
Clermont County,39025,In Person,Ohio,OH,2021,206690
Clermont County,39025,In Person,Ohio,OH,2022,408148
Cleveland County,5025,In Person,Arkansas,AR,2021,23057
Cleveland County,5025,In Person,Arkansas,AR,2022,45405
Cleveland County,37045,In Person,North Carolina,NC,2021,84675
Cleveland County,37045,In Person,North Carolina,NC,2022,166389
Cleveland County,40027,Hybrid,Oklahoma,OK,2021,97
Cleveland County,40027,Hybrid,Oklahoma,OK,2022,27785
Cleveland County,40027,In Person,Oklahoma,OK,2021,273722
Cleveland County,40027,In Person,Oklahoma,OK,2022,547783
Clinch County,13065,In Person,Georgia,GA,2021,6680
Clinch County,13065,In Person,Georgia,GA,2022,13360
Clinton County,17027,In Person,Illinois,IL,2021,80980
Clinton County,17027,In Person,Illinois,IL,2022,159294
Clinton County,18023,In Person,Indiana,IN,2021,44720
Clinton County,18023,In Person,Indiana,IN,2022,81508
Clinton County,19045,In Person,Iowa,IA,2021,44599
Clinton County,19045,In Person,Iowa,IA,2022,91495
Clinton County,21053,In Person,Kentucky,KY,2021,13725
Clinton County,21053,In Person,Kentucky,KY,2022,27450
Clinton County,21053,Remote,Kentucky,KY,2021,1765
Clinton County,26037,Hybrid,Michigan,MI,2021,5984
Clinton County,26037,Hybrid,Michigan,MI,2022,4216
Clinton County,26037,In Person,Michigan,MI,2021,125790
Clinton County,26037,In Person,Michigan,MI,2022,251514
Clinton County,26037,Remote,Michigan,MI,2021,2928
Clinton County,26037,Remote,Michigan,MI,2022,2196
Clinton County,29049,Hybrid,Missouri,MO,2021,963
Clinton County,29049,In Person,Missouri,MO,2021,41035
Clinton County,29049,In Person,Missouri,MO,2022,78488
Clinton County,36019,In Person,New York,NY,2021,48375
Clinton County,36019,In Person,New York,NY,2022,94478
Clinton County,39027,Hybrid,Ohio,OH,2021,908
Clinton County,39027,Hybrid,Ohio,OH,2022,2334
Clinton County,39027,In Person,Ohio,OH,2021,72595
Clinton County,39027,In Person,Ohio,OH,2022,141158
Clinton County,39027,Remote,Ohio,OH,2021,908
Clinton County,42035,Hybrid,Pennsylvania,PA,2022,3752
Clinton County,42035,In Person,Pennsylvania,PA,2021,32745
Clinton County,42035,In Person,Pennsylvania,PA,2022,57099
Cloud County,20029,In Person,Kansas,KS,2021,7985
Cloud County,20029,In Person,Kansas,KS,2022,12628
Coahoma County,28027,In Person,Mississippi,MS,2021,10411
Coahoma County,28027,In Person,Mississippi,MS,2022,28188
Coal County,40029,Hybrid,Oklahoma,OK,2021,646
Coal County,40029,In Person,Oklahoma,OK,2021,5320
Coal County,40029,In Person,Oklahoma,OK,2022,8159
Cobb County,13067,Hybrid,Georgia,GA,2021,2150
Cobb County,13067,Hybrid,Georgia,GA,2022,1720
Cobb County,13067,In Person,Georgia,GA,2021,44385
Cobb County,13067,In Person,Georgia,GA,2022,90060
Cochise County,4003,Hybrid,Arizona,AZ,2022,4114
Cochise County,4003,In Person,Arizona,AZ,2021,92240
Cochise County,4003,In Person,Arizona,AZ,2022,185389
Cochise County,4003,Remote,Arizona,AZ,2022,4114
Cochran County,48079,In Person,Texas,TX,2021,3585
Cochran County,48079,In Person,Texas,TX,2022,7170
Cocke County,47029,In Person,Tennessee,TN,2021,72975
Cocke County,47029,In Person,Tennessee,TN,2022,132405
Coconino County,4005,Hybrid,Arizona,AZ,2021,19152
Coconino County,4005,In Person,Arizona,AZ,2021,100827
Coconino County,4005,In Person,Arizona,AZ,2022,199447
Codington County,46029,In Person,South Dakota,SD,2021,23280
Codington County,46029,In Person,South Dakota,SD,2022,45174
Coffee County,1031,In Person,Alabama,AL,2021,56190
Coffee County,1031,In Person,Alabama,AL,2022,110508
Coffee County,13069,In Person,Georgia,GA,2021,8535
Coffee County,13069,In Person,Georgia,GA,2022,17070
Coffee County,47031,Hybrid,Tennessee,TN,2022,1475
Coffee County,47031,In Person,Tennessee,TN,2021,47050
Coffee County,47031,In Person,Tennessee,TN,2022,83201
Coffee County,47031,Remote,Tennessee,TN,2021,4302
Coffey County,20031,In Person,Kansas,KS,2021,10205
Coffey County,20031,In Person,Kansas,KS,2022,17920
Coke County,48081,In Person,Texas,TX,2021,5835
Coke County,48081,In Person,Texas,TX,2022,11670
Colbert County,1033,Hybrid,Alabama,AL,2021,5548
Colbert County,1033,Hybrid,Alabama,AL,2022,1037
Colbert County,1033,In Person,Alabama,AL,2021,71385
Colbert County,1033,In Person,Alabama,AL,2022,126663
Cole County,29051,In Person,Missouri,MO,2021,51305
Cole County,29051,In Person,Missouri,MO,2022,108672
Coleman County,48083,Hybrid,Texas,TX,2022,265
Coleman County,48083,In Person,Texas,TX,2021,12275
Coleman County,48083,In Person,Texas,TX,2022,21991
Coles County,17029,In Person,Illinois,IL,2021,50030
Coles County,17029,In Person,Illinois,IL,2022,96610
Colfax County,31037,In Person,Nebraska,NE,2021,18325
Colfax County,31037,In Person,Nebraska,NE,2022,35912
Colfax County,35007,Hybrid,New Mexico,NM,2022,134
Colfax County,35007,In Person,New Mexico,NM,2021,7515
Colfax County,35007,In Person,New Mexico,NM,2022,16008
Colfax County,35007,Remote,New Mexico,NM,2022,134
Colleton County,45029,Hybrid,South Carolina,SC,2022,5396
Colleton County,45029,In Person,South Carolina,SC,2021,26980
Colleton County,45029,In Person,South Carolina,SC,2022,53960
Colleton County,45029,Remote,South Carolina,SC,2021,5396
Colleton County,45029,Remote,South Carolina,SC,2022,5396
Collier County,12021,Hybrid,Florida,FL,2021,47834
Collier County,12021,In Person,Florida,FL,2021,239170
Collier County,12021,In Person,Florida,FL,2022,478340
Collin County,48085,Hybrid,Texas,TX,2021,10868
Collin County,48085,Hybrid,Texas,TX,2022,6717
Collin County,48085,In Person,Texas,TX,2021,1241620
Collin County,48085,In Person,Texas,TX,2022,2473794
Collingsworth County,48087,In Person,Texas,TX,2021,2850
Collingsworth County,48087,In Person,Texas,TX,2022,5700
Colonial Heights city,51570,Hybrid,Virginia,VA,2022,2899
Colonial Heights city,51570,In Person,Virginia,VA,2021,8697
Colonial Heights city,51570,In Person,Virginia,VA,2022,20293
Colorado County,48089,In Person,Texas,TX,2021,33230
Colorado County,48089,In Person,Texas,TX,2022,55972
Colquitt County,13071,In Person,Georgia,GA,2021,47235
Colquitt County,13071,In Person,Georgia,GA,2022,94470
Columbia County,5027,Hybrid,Arkansas,AR,2022,2788
Columbia County,5027,In Person,Arkansas,AR,2021,19110
Columbia County,5027,In Person,Arkansas,AR,2022,35118
Columbia County,12023,In Person,Florida,FL,2021,50960
Columbia County,12023,In Person,Florida,FL,2022,101920
Columbia County,13073,Hybrid,Georgia,GA,2022,3635
Columbia County,13073,In Person,Georgia,GA,2021,162255
Columbia County,13073,In Person,Georgia,GA,2022,311901
Columbia County,36021,Hybrid,New York,NY,2022,932
Columbia County,36021,In Person,New York,NY,2021,42038
Columbia County,36021,In Person,New York,NY,2022,87594
Columbia County,41009,Hybrid,Oregon,OR,2021,1305
Columbia County,41009,In Person,Oregon,OR,2021,37350
Columbia County,41009,In Person,Oregon,OR,2022,63435
Columbia County,41009,Remote,Oregon,OR,2021,581
Columbia County,42037,Hybrid,Pennsylvania,PA,2021,2898
Columbia County,42037,Hybrid,Pennsylvania,PA,2022,2271
Columbia County,42037,In Person,Pennsylvania,PA,2021,70380
Columbia County,42037,In Person,Pennsylvania,PA,2022,126456
Columbia County,53013,Hybrid,Washington,WA,2022,296
Columbia County,53013,In Person,Washington,WA,2021,7240
Columbia County,53013,In Person,Washington,WA,2022,13715
Columbia County,55021,In Person,Wisconsin,WI,2021,101490
Columbia County,55021,In Person,Wisconsin,WI,2022,185451
Columbiana County,39029,In Person,Ohio,OH,2021,104450
Columbiana County,39029,In Person,Ohio,OH,2022,200201
Columbus County,37047,Hybrid,North Carolina,NC,2021,5612
Columbus County,37047,Hybrid,North Carolina,NC,2022,5612
Columbus County,37047,In Person,North Carolina,NC,2021,28490
Columbus County,37047,In Person,North Carolina,NC,2022,63751
Colusa County,6011,In Person,California,CA,2021,24200
Colusa County,6011,In Person,California,CA,2022,47974
Comal County,48091,Hybrid,Texas,TX,2021,8224
Comal County,48091,Hybrid,Texas,TX,2022,15972
Comal County,48091,In Person,Texas,TX,2021,365515
Comal County,48091,In Person,Texas,TX,2022,718058
Comanche County,20033,In Person,Kansas,KS,2021,1725
Comanche County,20033,In Person,Kansas,KS,2022,3450
Comanche County,40031,Hybrid,Oklahoma,OK,2022,19838
Comanche County,40031,In Person,Oklahoma,OK,2021,90490
Comanche County,40031,In Person,Oklahoma,OK,2022,209318
Comanche County,48093,Hybrid,Texas,TX,2021,304
Comanche County,48093,In Person,Texas,TX,2021,20055
Comanche County,48093,In Person,Texas,TX,2022,40110
Concho County,48095,Hybrid,Texas,TX,2022,234
Concho County,48095,In Person,Texas,TX,2021,2285
Concho County,48095,In Person,Texas,TX,2022,4570
Conecuh County,1035,In Person,Alabama,AL,2021,53005
Conecuh County,1035,In Person,Alabama,AL,2022,96089
Conejos County,8021,In Person,Colorado,CO,2021,18740
Conejos County,8021,In Person,Colorado,CO,2022,35029
Contra Costa County,6013,Hybrid,California,CA,2022,28246
Contra Costa County,6013,In Person,California,CA,2021,986385
Contra Costa County,6013,In Person,California,CA,2022,1943292
Converse County,56009,In Person,Wyoming,WY,2021,12090
Converse County,56009,In Person,Wyoming,WY,2022,24180
Conway County,5029,In Person,Arkansas,AR,2021,23480
Conway County,5029,In Person,Arkansas,AR,2022,49912
Cook County,13075,In Person,Georgia,GA,2021,12680
Cook County,13075,In Person,Georgia,GA,2022,22190
Cook County,17031,Hybrid,Illinois,IL,2021,727250
Cook County,17031,Hybrid,Illinois,IL,2022,435966
Cook County,17031,In Person,Illinois,IL,2021,3949843
Cook County,17031,In Person,Illinois,IL,2022,7872568
Cook County,17031,Remote,Illinois,IL,2021,6287
Cook County,17031,Remote,Illinois,IL,2022,19679
Cook County,27031,Hybrid,Minnesota,MN,2022,490
Cook County,27031,In Person,Minnesota,MN,2021,2516
Cook County,27031,In Person,Minnesota,MN,2022,5054
Cook County,27031,Remote,Minnesota,MN,2022,490
Cooke County,48097,Hybrid,Texas,TX,2022,4420
Cooke County,48097,In Person,Texas,TX,2021,86042
Cooke County,48097,In Person,Texas,TX,2022,157647
Cooper County,29053,Hybrid,Missouri,MO,2021,5141
Cooper County,29053,Hybrid,Missouri,MO,2022,6732
Cooper County,29053,In Person,Missouri,MO,2021,49669
Cooper County,29053,In Person,Missouri,MO,2022,97783
Coos County,33007,In Person,New Hampshire,NH,2021,15055
Coos County,33007,In Person,New Hampshire,NH,2022,25775
Coos County,41011,Hybrid,Oregon,OR,2021,2536
Coos County,41011,In Person,Oregon,OR,2021,41174
Coos County,41011,In Person,Oregon,OR,2022,85872
Coosa County,1037,Hybrid,Alabama,AL,2022,2113
Coosa County,1037,In Person,Alabama,AL,2021,29715
Coosa County,1037,In Person,Alabama,AL,2022,50709
Copiah County,28029,In Person,Mississippi,MS,2021,19820
Copiah County,28029,In Person,Mississippi,MS,2022,32254
Corson County,46031,In Person,South Dakota,SD,2021,3150
Corson County,46031,In Person,South Dakota,SD,2022,6300
Cortland County,36023,In Person,New York,NY,2021,46718
Cortland County,36023,In Person,New York,NY,2022,89372
Cortland County,36023,Remote,New York,NY,2021,1485
Coryell County,48099,In Person,Texas,TX,2021,81797
Coryell County,48099,In Person,Texas,TX,2022,154483
Coshocton County,39031,Hybrid,Ohio,OH,2021,7730
Coshocton County,39031,Hybrid,Ohio,OH,2022,10822
Coshocton County,39031,In Person,Ohio,OH,2021,29297
Coshocton County,39031,In Person,Ohio,OH,2022,58987
Costilla County,8023,In Person,Colorado,CO,2021,4205
Costilla County,8023,In Person,Colorado,CO,2022,8410
Cottle County,48101,In Person,Texas,TX,2021,1000
Cottle County,48101,In Person,Texas,TX,2022,1400
Cotton County,40033,Hybrid,Oklahoma,OK,2022,837
Cotton County,40033,In Person,Oklahoma,OK,2021,2899
Cotton County,40033,In Person,Oklahoma,OK,2022,8370
Cottonwood County,27033,In Person,Minnesota,MN,2021,14725
Cottonwood County,27033,In Person,Minnesota,MN,2022,26180
Covington County,1039,In Person,Alabama,AL,2021,31015
Covington County,1039,In Person,Alabama,AL,2022,62030
Covington County,28031,In Person,Mississippi,MS,2021,57805
Covington County,28031,In Person,Mississippi,MS,2022,107438
Covington city,51580,In Person,Virginia,VA,2021,5090
Covington city,51580,In Person,Virginia,VA,2022,7126
Coweta County,13077,In Person,Georgia,GA,2021,12295
Coweta County,13077,In Person,Georgia,GA,2022,24590
Cowley County,20035,Hybrid,Kansas,KS,2021,5227
Cowley County,20035,Hybrid,Kansas,KS,2022,5227
Cowley County,20035,In Person,Kansas,KS,2021,43820
Cowley County,20035,In Person,Kansas,KS,2022,86734
Cowlitz County,53015,In Person,Washington,WA,2021,88900
Cowlitz County,53015,In Person,Washington,WA,2022,161993
Craig County,40035,Hybrid,Oklahoma,OK,2021,558
Craig County,40035,Hybrid,Oklahoma,OK,2022,2185
Craig County,40035,In Person,Oklahoma,OK,2021,22275
Craig County,40035,In Person,Oklahoma,OK,2022,44238
Craig County,51045,Hybrid,Virginia,VA,2021,588
Craig County,51045,In Person,Virginia,VA,2021,8030
Craig County,51045,In Person,Virginia,VA,2022,11242
Craighead County,5031,Hybrid,Arkansas,AR,2022,2965
Craighead County,5031,In Person,Arkansas,AR,2021,137036
Craighead County,5031,In Person,Arkansas,AR,2022,283210
Crane County,48103,In Person,Texas,TX,2021,5870
Crane County,48103,In Person,Texas,TX,2022,11740
Craven County,37049,Hybrid,North Carolina,NC,2021,13410
Craven County,37049,In Person,North Carolina,NC,2021,67050
Craven County,37049,In Person,North Carolina,NC,2022,134100
Crawford County,5033,Hybrid,Arkansas,AR,2022,3297
Crawford County,5033,In Person,Arkansas,AR,2021,54134
Crawford County,5033,In Person,Arkansas,AR,2022,106895
Crawford County,13079,Hybrid,Georgia,GA,2022,1693
Crawford County,13079,In Person,Georgia,GA,2021,26930
Crawford County,13079,In Person,Georgia,GA,2022,53860
Crawford County,17033,In Person,Illinois,IL,2021,14020
Crawford County,17033,In Person,Illinois,IL,2022,25367
Crawford County,18025,In Person,Indiana,IN,2021,7585
Crawford County,18025,In Person,Indiana,IN,2022,15170
Crawford County,19047,In Person,Iowa,IA,2021,22848
Crawford County,19047,In Person,Iowa,IA,2022,47620
Crawford County,20037,Hybrid,Kansas,KS,2022,4739
Crawford County,20037,In Person,Kansas,KS,2021,31285
Crawford County,20037,In Person,Kansas,KS,2022,59633
Crawford County,26039,In Person,Michigan,MI,2021,12475
Crawford County,26039,In Person,Michigan,MI,2022,24950
Crawford County,29055,In Person,Missouri,MO,2021,59865
Crawford County,29055,In Person,Missouri,MO,2022,116469
Crawford County,39033,Hybrid,Ohio,OH,2021,1154
Crawford County,39033,Hybrid,Ohio,OH,2022,5094
Crawford County,39033,In Person,Ohio,OH,2021,97670
Crawford County,39033,In Person,Ohio,OH,2022,183077
Crawford County,42039,Hybrid,Pennsylvania,PA,2021,4791
Crawford County,42039,Hybrid,Pennsylvania,PA,2022,423
Crawford County,42039,In Person,Pennsylvania,PA,2021,97770
Crawford County,42039,In Person,Pennsylvania,PA,2022,180487
Crawford County,55023,In Person,Wisconsin,WI,2021,20600
Crawford County,55023,In Person,Wisconsin,WI,2022,38972
Creek County,40037,Hybrid,Oklahoma,OK,2021,3090
Creek County,40037,Hybrid,Oklahoma,OK,2022,14977
Creek County,40037,In Person,Oklahoma,OK,2021,103640
Creek County,40037,In Person,Oklahoma,OK,2022,208879
