countyname,fips,state,year,cases_count,deaths_count
Hardin County,17069,Illinois,2022,363480,6392
Henderson County,17071,Illinois,2021,214880,8042
Henderson County,17071,Illinois,2022,398666,8818
Henry County,17073,Illinois,2021,1989471,35325
Henry County,17073,Illinois,2022,4291210,47739
Iroquois County,17075,Illinois,2021,1258542,25796
Iroquois County,17075,Illinois,2022,2427768,38082
Jackson County,17077,Illinois,2021,2198593,30507
Jackson County,17077,Illinois,2022,5341338,42798
Jasper County,17079,Illinois,2021,476548,7323
Jasper County,17079,Illinois,2022,893233,10147
Jefferson County,17081,Illinois,2021,1830927,46081
Jefferson County,17081,Illinois,2022,3693476,56260
Jersey County,17083,Illinois,2021,1063887,25044
Jersey County,17083,Illinois,2022,2117862,29031
Jo Daviess County,17085,Illinois,2021,703692,10155
Jo Daviess County,17085,Illinois,2022,1374965,13005
Johnson County,17087,Illinois,2021,631267,9147
Johnson County,17087,Illinois,2022,1493030,14999
Kane County,17089,Illinois,2021,22048541,309615
Kane County,17089,Illinois,2022,43970391,379295
Kankakee County,17091,Illinois,2021,5544109,83071
Kankakee County,17091,Illinois,2022,9868614,120396
Kendall County,17093,Illinois,2021,5203238,39183
Kendall County,17093,Illinois,2022,10953207,54370
Knox County,17095,Illinois,2021,2199684,66140
Knox County,17095,Illinois,2022,4307420,79645
Lake County,17097,Illinois,2021,25694756,392290
Lake County,17097,Illinois,2022,53684670,471219
LaSalle County,17099,Illinois,2021,4760363,111728
LaSalle County,17099,Illinois,2022,9915335,141892
Lawrence County,17101,Illinois,2021,981798,13469
Lawrence County,17101,Illinois,2022,1832989,16774
Lee County,17103,Illinois,2021,1533991,33461
Lee County,17103,Illinois,2022,3028785,38321
Livingston County,17105,Illinois,2021,1849029,36378
Livingston County,17105,Illinois,2022,3615801,47470
Logan County,17107,Illinois,2021,1520078,27803
Logan County,17107,Illinois,2022,3301066,32908
McDonough County,17109,Illinois,2021,1122006,23020
McDonough County,17109,Illinois,2022,2432882,34149
McHenry County,17111,Illinois,2021,10999292,116960
McHenry County,17111,Illinois,2022,26126350,162137
McLean County,17113,Illinois,2021,7004690,81375
McLean County,17113,Illinois,2022,17299034,107251
Macon County,17115,Illinois,2021,4443809,81893
Macon County,17115,Illinois,2022,10493142,113863
Macoupin County,17117,Illinois,2021,1987995,43617
Macoupin County,17117,Illinois,2022,4318881,54570
Madison County,17119,Illinois,2021,12210565,219730
Madison County,17119,Illinois,2022,23957992,277831
Marion County,17121,Illinois,2021,1953878,47776
Marion County,17121,Illinois,2022,3984921,69051
Marshall County,17123,Illinois,2021,415698,7452
Marshall County,17123,Illinois,2022,942375,10665
Mason County,17125,Illinois,2021,617916,17228
Mason County,17125,Illinois,2022,1319935,20101
Massac County,17127,Illinois,2021,587131,16177
Massac County,17127,Illinois,2022,1285957,23009
Menard County,17129,Illinois,2021,498243,5525
Menard County,17129,Illinois,2022,1202869,8248
Mercer County,17131,Illinois,2021,600922,12297
Mercer County,17131,Illinois,2022,1358753,15395
Monroe County,17133,Illinois,2021,1686373,33805
Monroe County,17133,Illinois,2022,3178314,41396
Montgomery County,17135,Illinois,2021,1496766,28434
Montgomery County,17135,Illinois,2022,3273720,35372
Morgan County,17137,Illinois,2021,1594958,39726
Morgan County,17137,Illinois,2022,3249265,46726
Moultrie County,17139,Illinois,2021,676127,13129
Moultrie County,17139,Illinois,2022,1364366,17263
Ogle County,17141,Illinois,2021,2354126,33083
Ogle County,17141,Illinois,2022,4741131,43967
Peoria County,17143,Illinois,2021,8412804,127382
Peoria County,17143,Illinois,2022,16133735,177111
Perry County,17145,Illinois,2021,1292673,26712
Perry County,17145,Illinois,2022,2480967,33869
Piatt County,17147,Illinois,2021,612270,7158
Piatt County,17147,Illinois,2022,1502467,9145
Pike County,17149,Illinois,2021,777317,20327
Pike County,17149,Illinois,2022,1681271,22703
Pope County,17151,Illinois,2021,143143,1519
Pope County,17151,Illinois,2022,324144,2775
Pulaski County,17153,Illinois,2021,296954,3028
Pulaski County,17153,Illinois,2022,573478,6500
Putnam County,17155,Illinois,2021,182249,1566
Putnam County,17155,Illinois,2022,385978,3266
Randolph County,17157,Illinois,2021,1679527,34117
Randolph County,17157,Illinois,2022,3483794,42566
Richland County,17159,Illinois,2021,772557,19914
Richland County,17159,Illinois,2022,1718353,26821
Rock Island County,17161,Illinois,2021,5844865,134080
Rock Island County,17161,Illinois,2022,11385867,168434
St. Clair County,17163,Illinois,2021,12302792,207338
St. Clair County,17163,Illinois,2022,23799670,250900
Saline County,17165,Illinois,2021,1138155,26664
Saline County,17165,Illinois,2022,2683720,35805
Sangamon County,17167,Illinois,2021,7575823,105267
Sangamon County,17167,Illinois,2022,19426162,140012
Schuyler County,17169,Illinois,2021,312160,7077
Schuyler County,17169,Illinois,2022,670407,9299
Scott County,17171,Illinois,2021,205258,1001
Scott County,17171,Illinois,2022,424525,3888
Shelby County,17173,Illinois,2021,979448,15750
Shelby County,17173,Illinois,2022,2076094,25375
Stark County,17175,Illinois,2021,248912,9059
Stark County,17175,Illinois,2022,509351,11252
Stephenson County,17177,Illinois,2021,1858879,37991
Stephenson County,17177,Illinois,2022,3946642,58244
Tazewell County,17179,Illinois,2021,6393882,119223
Tazewell County,17179,Illinois,2022,12564318,162152
Union County,17181,Illinois,2021,935708,16533
Union County,17181,Illinois,2022,1821621,22064
Vermilion County,17183,Illinois,2021,4094078,62200
Vermilion County,17183,Illinois,2022,9473080,99979
Wabash County,17185,Illinois,2021,593804,6169
Wabash County,17185,Illinois,2022,1258026,9740
Warren County,17187,Illinois,2021,729980,20169
Warren County,17187,Illinois,2022,1365872,27977
Washington County,17189,Illinois,2021,658197,11498
Washington County,17189,Illinois,2022,1145038,13253
Wayne County,17191,Illinois,2021,799940,20064
Wayne County,17191,Illinois,2022,1784035,27187
White County,17193,Illinois,2021,746233,13619
White County,17193,Illinois,2022,1471328,18851
Whiteside County,17195,Illinois,2021,2691714,76715
Whiteside County,17195,Illinois,2022,5257799,86917
Will County,17197,Illinois,2021,28912203,398284
Will County,17197,Illinois,2022,57070330,519496
Williamson County,17199,Illinois,2021,3283717,56363
Williamson County,17199,Illinois,2022,7649556,84543
Winnebago County,17201,Illinois,2021,12947874,194302
Winnebago County,17201,Illinois,2022,26549636,274918
Woodford County,17203,Illinois,2021,1790287,33022
Woodford County,17203,Illinois,2022,3501482,40196
Adams County,18001,Indiana,2021,1443786,22055
Adams County,18001,Indiana,2022,2425024,36469
Allen County,18003,Indiana,2021,16906530,268669
Allen County,18003,Indiana,2022,34612046,380923
Bartholomew County,18005,Indiana,2021,3344324,59476
Bartholomew County,18005,Indiana,2022,7196212,80271
Benton County,18007,Indiana,2021,429054,5275
Benton County,18007,Indiana,2022,827313,7144
Blackford County,18009,Indiana,2021,559285,12314
Blackford County,18009,Indiana,2022,1035227,22194
Boone County,18011,Indiana,2021,2715216,39297
Boone County,18011,Indiana,2022,5065547,59158
Brown County,18013,Indiana,2021,432750,15522
Brown County,18013,Indiana,2022,861554,19905
Carroll County,18015,Indiana,2021,781959,9758
Carroll County,18015,Indiana,2022,1404164,21705
Cass County,18017,Indiana,2021,2319036,39835
Cass County,18017,Indiana,2022,3882063,53487
Clark County,18019,Indiana,2021,5378015,78997
Clark County,18019,Indiana,2022,10632272,127136
Clay County,18021,Indiana,2021,1146943,18136
Clay County,18021,Indiana,2022,2280720,28764
Clinton County,18023,Indiana,2021,1742014,23391
Clinton County,18023,Indiana,2022,3051092,41181
Crawford County,18025,Indiana,2021,430543,6806
Crawford County,18025,Indiana,2022,845477,12607
Daviess County,18027,Indiana,2021,1286131,37644
Daviess County,18027,Indiana,2022,2478698,48755
Dearborn County,18029,Indiana,2021,2389336,30121
Dearborn County,18029,Indiana,2022,4484903,44995
Decatur County,18031,Indiana,2021,1220296,36158
Decatur County,18031,Indiana,2022,2343934,46853
DeKalb County,18033,Indiana,2021,1835520,33083
DeKalb County,18033,Indiana,2022,3784054,48610
Delaware County,18035,Indiana,2021,4418554,79157
Delaware County,18035,Indiana,2022,8326273,142955
Dubois County,18037,Indiana,2021,2486297,43175
Dubois County,18037,Indiana,2022,4218613,52962
Elkhart County,18039,Indiana,2021,11243120,174011
Elkhart County,18039,Indiana,2022,17843510,236065
Fayette County,18041,Indiana,2021,1229376,26128
Fayette County,18041,Indiana,2022,2265952,47130
Floyd County,18043,Indiana,2021,3200318,69279
Floyd County,18043,Indiana,2022,6429044,96972
Fountain County,18045,Indiana,2021,940904,18391
Fountain County,18045,Indiana,2022,1809327,32847
Franklin County,18047,Indiana,2021,735263,14165
Franklin County,18047,Indiana,2022,1453866,21129
Fulton County,18049,Indiana,2021,858779,17740
Fulton County,18049,Indiana,2022,1622979,33524
Gibson County,18051,Indiana,2021,1857203,35875
Gibson County,18051,Indiana,2022,3889664,47162
Grant County,18053,Indiana,2021,3107155,69904
Grant County,18053,Indiana,2022,5815049,113874
Greene County,18055,Indiana,2021,1198062,32759
Greene County,18055,Indiana,2022,2426322,44654
Hamilton County,18057,Indiana,2021,14186585,160814
Hamilton County,18057,Indiana,2022,27475942,213387
Hancock County,18059,Indiana,2021,3422330,55983
Hancock County,18059,Indiana,2022,6937301,84111
Harrison County,18061,Indiana,2021,1823467,28570
Harrison County,18061,Indiana,2022,3612620,44829
Hendricks County,18063,Indiana,2021,7067910,125632
Hendricks County,18063,Indiana,2022,13553076,178541
Henry County,18065,Indiana,2021,2406008,43415
Henry County,18065,Indiana,2022,4371873,74426
Howard County,18067,Indiana,2021,4237744,87982
Howard County,18067,Indiana,2022,8443093,143906
Huntington County,18069,Indiana,2021,1753840,31876
Huntington County,18069,Indiana,2022,3869710,50933
Jackson County,18071,Indiana,2021,2062255,28000
Jackson County,18071,Indiana,2022,4160724,41655
Jasper County,18073,Indiana,2021,1536037,22387
Jasper County,18073,Indiana,2022,3050570,47481
Jay County,18075,Indiana,2021,826676,13672
Jay County,18075,Indiana,2022,1612372,25342
Jefferson County,18077,Indiana,2021,1420002,30870
Jefferson County,18077,Indiana,2022,3092143,50936
Jennings County,18079,Indiana,2021,1045219,19544
Jennings County,18079,Indiana,2022,2299330,34862
Johnson County,18081,Indiana,2021,7406687,148935
Johnson County,18081,Indiana,2022,14195732,197801
Knox County,18083,Indiana,2021,1680063,33266
Knox County,18083,Indiana,2022,3645685,48627
Kosciusko County,18085,Indiana,2021,3793033,47269
Kosciusko County,18085,Indiana,2022,6547231,75689
LaGrange County,18087,Indiana,2021,1087368,27722
LaGrange County,18087,Indiana,2022,1916239,33195
Lake County,18089,Indiana,2021,21049060,383800
Lake County,18089,Indiana,2022,36500097,586632
LaPorte County,18091,Indiana,2021,4638069,81584
LaPorte County,18091,Indiana,2022,8687361,117826
Lawrence County,18093,Indiana,2021,2022160,49931
Lawrence County,18093,Indiana,2022,4006751,83685
Madison County,18095,Indiana,2021,5409222,136488
Madison County,18095,Indiana,2022,10927381,208698
Marion County,18097,Indiana,2021,40489404,693254
Marion County,18097,Indiana,2022,75480557,961421
Marshall County,18099,Indiana,2021,2429548,43934
Marshall County,18099,Indiana,2022,4065423,63345
Martin County,18101,Indiana,2021,380425,5873
Martin County,18101,Indiana,2022,721683,8161
Miami County,18103,Indiana,2021,1654730,28194
Miami County,18103,Indiana,2022,3061398,51353
Monroe County,18105,Indiana,2021,4662652,65485
Monroe County,18105,Indiana,2022,9455326,90762
Montgomery County,18107,Indiana,2021,1801106,34675
Montgomery County,18107,Indiana,2022,3509929,52512
Morgan County,18109,Indiana,2021,2743132,55940
Morgan County,18109,Indiana,2022,5483760,91239
Newton County,18111,Indiana,2021,461775,14633
Newton County,18111,Indiana,2022,865381,22078
Noble County,18113,Indiana,2021,2352600,34422
Noble County,18113,Indiana,2022,4363410,51165
Ohio County,18115,Indiana,2021,239853,4055
Ohio County,18115,Indiana,2022,481965,6077
Orange County,18117,Indiana,2021,812604,21556
Orange County,18117,Indiana,2022,1666928,31106
Owen County,18119,Indiana,2021,876698,22485
Owen County,18119,Indiana,2022,1945436,39014
Parke County,18121,Indiana,2021,646282,6993
Parke County,18121,Indiana,2022,1197177,15205
Perry County,18123,Indiana,2021,771817,15668
Perry County,18123,Indiana,2022,1563862,22107
Pike County,18125,Indiana,2021,605140,13229
Pike County,18125,Indiana,2022,1239341,16045
Porter County,18127,Indiana,2021,7209951,119213
Porter County,18127,Indiana,2022,12926060,181076
Posey County,18129,Indiana,2021,1120961,13182
Posey County,18129,Indiana,2022,2173958,18404
Pulaski County,18131,Indiana,2021,507482,17750
Pulaski County,18131,Indiana,2022,1011491,27485
Putnam County,18133,Indiana,2021,1588117,24146
Putnam County,18133,Indiana,2022,3109538,40708
Randolph County,18135,Indiana,2021,1022089,30839
Randolph County,18135,Indiana,2022,1958282,47553
Ripley County,18137,Indiana,2021,1438341,26495
Ripley County,18137,Indiana,2022,2764181,44171
Rush County,18139,Indiana,2021,769350,9659
Rush County,18139,Indiana,2022,1624924,18042
St. Joseph County,18141,Indiana,2021,13805707,209567
St. Joseph County,18141,Indiana,2022,23765049,282087
Scott County,18143,Indiana,2021,1189326,22241
Scott County,18143,Indiana,2022,2618495,34112
Shelby County,18145,Indiana,2021,2437855,41114
Shelby County,18145,Indiana,2022,4658736,58316
Spencer County,18147,Indiana,2021,966635,12337
Spencer County,18147,Indiana,2022,1725127,19523
Starke County,18149,Indiana,2021,901368,22246
Starke County,18149,Indiana,2022,1585893,32086
Steuben County,18151,Indiana,2021,1621307,23791
Steuben County,18151,Indiana,2022,3206820,38570
Sullivan County,18153,Indiana,2021,915373,16365
Sullivan County,18153,Indiana,2022,1755688,24209
Switzerland County,18155,Indiana,2021,357223,3215
Switzerland County,18155,Indiana,2022,754023,6263
Tippecanoe County,18157,Indiana,2021,8748556,83131
Tippecanoe County,18157,Indiana,2022,16978437,128899
Tipton County,18159,Indiana,2021,669632,18676
Tipton County,18159,Indiana,2022,1160600,27911
Union County,18161,Indiana,2021,314698,4334
Union County,18161,Indiana,2022,663939,6949
Vanderburgh County,18163,Indiana,2021,9329876,150990
Vanderburgh County,18163,Indiana,2022,19235490,202832
Vermillion County,18165,Indiana,2021,728540,16850
Vermillion County,18165,Indiana,2022,1368459,24362
Vigo County,18167,Indiana,2021,5115588,95890
Vigo County,18167,Indiana,2022,9674342,131663
Wabash County,18169,Indiana,2021,1522749,31068
Wabash County,18169,Indiana,2022,2891943,50438
Warren County,18171,Indiana,2021,348810,5790
Warren County,18171,Indiana,2022,685820,9277
Warrick County,18173,Indiana,2021,3261368,59332
Warrick County,18173,Indiana,2022,6781761,77088
Washington County,18175,Indiana,2021,999704,13844
Washington County,18175,Indiana,2022,1981139,27134
Wayne County,18177,Indiana,2021,3167480,78601
Wayne County,18177,Indiana,2022,6369919,108516
Wells County,18179,Indiana,2021,1220814,30474
Wells County,18179,Indiana,2022,2151603,42889
White County,18181,Indiana,2021,1292275,20687
White County,18181,Indiana,2022,2301198,30552
Whitley County,18183,Indiana,2021,1641402,16425
Whitley County,18183,Indiana,2022,3205782,26877
Adair County,19001,Iowa,2021,334370,11615
Adair County,19001,Iowa,2022,522085,16148
Adams County,19003,Iowa,2021,143096,1731
Adams County,19003,Iowa,2022,267682,4349
Allamakee County,19005,Iowa,2021,598122,17967
Allamakee County,19005,Iowa,2022,941268,19443
Appanoose County,19007,Iowa,2021,528777,17811
Appanoose County,19007,Iowa,2022,959107,21962
Audubon County,19009,Iowa,2021,204671,4302
Audubon County,19009,Iowa,2022,365704,6513
Benton County,19011,Iowa,2021,1056231,20031
Benton County,19011,Iowa,2022,2011485,24799
Black Hawk County,19013,Iowa,2021,6353486,116245
Black Hawk County,19013,Iowa,2022,10930951,154185
Boone County,19015,Iowa,2021,1059962,12105
Boone County,19015,Iowa,2022,1828319,18069
Bremer County,19017,Iowa,2021,1124140,22491
Bremer County,19017,Iowa,2022,1826867,26508
Buchanan County,19019,Iowa,2021,797599,12213
Buchanan County,19019,Iowa,2022,1535951,19025
Buena Vista County,19021,Iowa,2021,1618799,14787
Buena Vista County,19021,Iowa,2022,2078188,18501
Butler County,19023,Iowa,2021,657711,12831
Butler County,19023,Iowa,2022,1070685,17195
Calhoun County,19025,Iowa,2021,555989,4832
Calhoun County,19025,Iowa,2022,865150,7856
Carroll County,19027,Iowa,2021,1100374,18379
Carroll County,19027,Iowa,2022,1631749,22040
Cass County,19029,Iowa,2021,572126,20045
Cass County,19029,Iowa,2022,962503,25158
Cedar County,19031,Iowa,2021,747238,8598
Cedar County,19031,Iowa,2022,1386642,11617
Cerro Gordo County,19033,Iowa,2021,2170704,35154
Cerro Gordo County,19033,Iowa,2022,3668619,53853
Cherokee County,19035,Iowa,2021,618014,14111
Cherokee County,19035,Iowa,2022,992922,20409
Chickasaw County,19037,Iowa,2021,497696,6064
Chickasaw County,19037,Iowa,2022,892141,10326
Clarke County,19039,Iowa,2021,414286,8454
Clarke County,19039,Iowa,2022,751580,12055
Clay County,19041,Iowa,2021,831425,10107
Clay County,19041,Iowa,2022,1356665,14342
Clayton County,19043,Iowa,2021,677713,20539
Clayton County,19043,Iowa,2022,1149369,23616
Clinton County,19045,Iowa,2021,2171148,33904
Clinton County,19045,Iowa,2022,3864896,47235
Crawford County,19047,Iowa,2021,1049684,14620
Crawford County,19047,Iowa,2022,1472676,17241
Dallas County,19049,Iowa,2021,4355554,35789
Dallas County,19049,Iowa,2022,7652828,46351
Davis County,19051,Iowa,2021,339279,8834
Davis County,19051,Iowa,2022,527802,10415
Decatur County,19053,Iowa,2021,253400,3542
Decatur County,19053,Iowa,2022,505400,8279
Delaware County,19055,Iowa,2021,817399,15784
Delaware County,19055,Iowa,2022,1341795,21863
Des Moines County,19057,Iowa,2021,1903129,27290
Des Moines County,19057,Iowa,2022,3067564,44758
Dickinson County,19059,Iowa,2021,925003,16206
Dickinson County,19059,Iowa,2022,1362420,23371
Dubuque County,19061,Iowa,2021,5196804,76808
Dubuque County,19061,Iowa,2022,8685473,96075
Emmet County,19063,Iowa,2021,513548,14859
Emmet County,19063,Iowa,2022,773680,16942
Fayette County,19065,Iowa,2021,761968,15283
Fayette County,19065,Iowa,2022,1368269,24210
Floyd County,19067,Iowa,2021,659683,15519
Floyd County,19067,Iowa,2022,1186688,20052
Franklin County,19069,Iowa,2021,491617,8516
Franklin County,19069,Iowa,2022,833838,13751
Fremont County,19071,Iowa,2021,253076,3652
Fremont County,19071,Iowa,2022,457994,7999
Greene County,19073,Iowa,2021,326773,4238
Greene County,19073,Iowa,2022,572763,7085
Grundy County,19075,Iowa,2021,537343,12010
Grundy County,19075,Iowa,2022,846073,14046
Guthrie County,19077,Iowa,2021,476692,11403
Guthrie County,19077,Iowa,2022,781096,14691
Hamilton County,19079,Iowa,2021,725360,17749
Hamilton County,19079,Iowa,2022,1142465,23607
Hancock County,19081,Iowa,2021,590995,12405
Hancock County,19081,Iowa,2022,941343,15320
Hardin County,19083,Iowa,2021,763926,15922
Hardin County,19083,Iowa,2022,1379936,19913
Harrison County,19085,Iowa,2021,695933,26664
Harrison County,19085,Iowa,2022,1119061,30282
Henry County,19087,Iowa,2021,1177081,14647
Henry County,19087,Iowa,2022,1842870,23596
Howard County,19089,Iowa,2021,408966,7982
Howard County,19089,Iowa,2022,676015,11059
Humboldt County,19091,Iowa,2021,495214,9444
Humboldt County,19091,Iowa,2022,871334,12217
Ida County,19093,Iowa,2021,361776,12987
Ida County,19093,Iowa,2022,595952,15568
Iowa County,19095,Iowa,2021,607698,9430
Iowa County,19095,Iowa,2022,1219437,15632
Jackson County,19097,Iowa,2021,878361,15300
Jackson County,19097,Iowa,2022,1548027,22165
Jasper County,19099,Iowa,2021,1696824,26863
Jasper County,19099,Iowa,2022,2894150,35634
Jefferson County,19101,Iowa,2021,568810,12997
Jefferson County,19101,Iowa,2022,1165785,16647
Johnson County,19103,Iowa,2021,5643550,31077
Johnson County,19103,Iowa,2022,11914221,48530
Jones County,19105,Iowa,2021,1173069,20882
Jones County,19105,Iowa,2022,1825594,23817
Keokuk County,19107,Iowa,2021,399764,11719
Keokuk County,19107,Iowa,2022,684163,15647
Kossuth County,19109,Iowa,2021,840922,23473
Kossuth County,19109,Iowa,2022,1254920,28580
Lee County,19111,Iowa,2021,1592124,24064
Lee County,19111,Iowa,2022,2599141,44984
Linn County,19113,Iowa,2021,8599663,127041
Linn County,19113,Iowa,2022,17630320,188311
Louisa County,19115,Iowa,2021,515377,17226
Louisa County,19115,Iowa,2022,828288,19985
Lucas County,19117,Iowa,2021,320401,7983
Lucas County,19117,Iowa,2022,588040,10237
Lyon County,19119,Iowa,2021,609033,14697
Lyon County,19119,Iowa,2022,900588,16155
Madison County,19121,Iowa,2021,639645,7057
Madison County,19121,Iowa,2022,1044047,12561
Mahaska County,19123,Iowa,2021,944996,18836
Mahaska County,19123,Iowa,2022,1633327,28224
Marion County,19125,Iowa,2021,1486893,28650
Marion County,19125,Iowa,2022,2507467,39789
Marshall County,19127,Iowa,2021,1929562,28475
Marshall County,19127,Iowa,2022,3150470,36251
Mills County,19129,Iowa,2021,633501,8553
Mills County,19129,Iowa,2022,1114058,13579
Mitchell County,19131,Iowa,2021,505238,15202
Mitchell County,19131,Iowa,2022,816705,15819
Monona County,19133,Iowa,2021,330378,11327
Monona County,19133,Iowa,2022,571969,15593
Monroe County,19135,Iowa,2021,388962,11385
Monroe County,19135,Iowa,2022,623172,15871
Montgomery County,19137,Iowa,2021,420346,13771
Montgomery County,19137,Iowa,2022,727948,17535
Muscatine County,19139,Iowa,2021,1887506,37407
Muscatine County,19139,Iowa,2022,3192387,42297
O'Brien County,19141,Iowa,2021,748706,22187
O'Brien County,19141,Iowa,2022,1126862,22988
Osceola County,19143,Iowa,2021,297456,5775
Osceola County,19143,Iowa,2022,452388,6985
Page County,19145,Iowa,2021,753314,8431
Page County,19145,Iowa,2022,1100190,15046
Palo Alto County,19147,Iowa,2021,436118,8731
Palo Alto County,19147,Iowa,2022,675242,12230
Plymouth County,19149,Iowa,2021,1514280,29535
Plymouth County,19149,Iowa,2022,2071318,32723
Pocahontas County,19151,Iowa,2021,340198,7682
Pocahontas County,19151,Iowa,2022,535989,8661
Polk County,19153,Iowa,2021,22627497,234433
Polk County,19153,Iowa,2022,41518896,352820
Pottawattamie County,19155,Iowa,2021,4380048,63043
Pottawattamie County,19155,Iowa,2022,7972895,101116
Poweshiek County,19157,Iowa,2021,633810,12822
Poweshiek County,19157,Iowa,2022,1238117,19614
Ringgold County,19159,Iowa,2021,215985,8497
Ringgold County,19159,Iowa,2022,372134,11133
Sac County,19161,Iowa,2021,502313,7467
Sac County,19161,Iowa,2022,801243,11354
Scott County,19163,Iowa,2021,7674725,88925
Scott County,19163,Iowa,2022,13733595,127111
Shelby County,19165,Iowa,2021,522649,13417
Shelby County,19165,Iowa,2022,896799,16390
Sioux County,19167,Iowa,2021,1923876,26233
Sioux County,19167,Iowa,2022,2614619,28141
Story County,19169,Iowa,2021,4068614,17507
Story County,19169,Iowa,2022,6570062,28322
Tama County,19171,Iowa,2021,825923,25828
Tama County,19171,Iowa,2022,1296071,29576
Taylor County,19173,Iowa,2021,263271,4470
Taylor County,19173,Iowa,2022,432818,7067
Union County,19175,Iowa,2021,511222,12438
Union County,19175,Iowa,2022,900679,16408
Van Buren County,19177,Iowa,2021,238591,6792
Van Buren County,19177,Iowa,2022,459844,8576
Wapello County,19179,Iowa,2021,1735153,45060
Wapello County,19179,Iowa,2022,2964612,64934
Warren County,19181,Iowa,2021,2290865,31456
Warren County,19181,Iowa,2022,4133167,43533
Washington County,19183,Iowa,2021,1047395,18570
Washington County,19183,Iowa,2022,1882221,25272
Wayne County,19185,Iowa,2021,218650,8377
Wayne County,19185,Iowa,2022,420398,10442
Webster County,19187,Iowa,2021,2098027,35786
Webster County,19187,Iowa,2022,3437683,52661
Winnebago County,19189,Iowa,2021,573724,11668
Winnebago County,19189,Iowa,2022,984941,14814
Winneshiek County,19191,Iowa,2021,756122,12464
Winneshiek County,19191,Iowa,2022,1281544,16346
Woodbury County,19193,Iowa,2021,5898763,83350
Woodbury County,19193,Iowa,2022,9471464,107911
Worth County,19195,Iowa,2021,307849,2760
Worth County,19195,Iowa,2022,581374,5043
Wright County,19197,Iowa,2021,742301,14084
Wright County,19197,Iowa,2022,1186088,20736
Allen County,20001,Kansas,2021,535370,5900
Allen County,20001,Kansas,2022,1335899,17120
Anderson County,20003,Kansas,2021,340093,5143
Anderson County,20003,Kansas,2022,707760,10193
Atchison County,20005,Kansas,2021,682719,6410
Atchison County,20005,Kansas,2022,1420927,11756
Barber County,20007,Kansas,2021,154361,1907
Barber County,20007,Kansas,2022,339604,2970
Barton County,20009,Kansas,2021,1110704,16388
Barton County,20009,Kansas,2022,2138829,32529
Bourbon County,20011,Kansas,2021,650738,9172
Bourbon County,20011,Kansas,2022,1481060,17311
Brown County,20013,Kansas,2021,501932,13430
Brown County,20013,Kansas,2022,897443,15490
Butler County,20015,Kansas,2021,3149759,34612
Butler County,20015,Kansas,2022,6278466,62005
Chase County,20017,Kansas,2021,112358,1220
Chase County,20017,Kansas,2022,222388,2350
Chautauqua County,20019,Kansas,2021,126473,2419
Chautauqua County,20019,Kansas,2022,278441,5745
Cherokee County,20021,Kansas,2021,1060056,18609
Cherokee County,20021,Kansas,2022,2033035,28232
Cheyenne County,20023,Kansas,2021,141551,4531
Cheyenne County,20023,Kansas,2022,213594,4570
Clark County,20025,Kansas,2021,100150,2234
Clark County,20025,Kansas,2022,164122,2496
Clay County,20027,Kansas,2021,349997,10359
Clay County,20027,Kansas,2022,657979,11919
Cloud County,20029,Kansas,2021,414787,6983
Cloud County,20029,Kansas,2022,735454,12932
Coffey County,20031,Kansas,2021,326363,7875
Coffey County,20031,Kansas,2022,795448,13771
Comanche County,20033,Kansas,2021,74890,3699
Comanche County,20033,Kansas,2022,144521,5171
Cowley County,20035,Kansas,2021,1644284,31078
Cowley County,20035,Kansas,2022,3405158,50819
Crawford County,20037,Kansas,2021,1998379,32460
Crawford County,20037,Kansas,2022,4008408,42413
Decatur County,20039,Kansas,2021,111846,3591
Decatur County,20039,Kansas,2022,204076,6311
Dickinson County,20041,Kansas,2021,784656,17073
Dickinson County,20041,Kansas,2022,1605005,26181
Doniphan County,20043,Kansas,2021,418429,7339
Doniphan County,20043,Kansas,2022,805777,11071
Douglas County,20045,Kansas,2021,3732045,31265
Douglas County,20045,Kansas,2022,9002395,45629
Edwards County,20047,Kansas,2021,110812,3174
Edwards County,20047,Kansas,2022,186895,4452
Elk County,20049,Kansas,2021,80157,1408
Elk County,20049,Kansas,2022,187455,3414
Ellis County,20051,Kansas,2021,1461343,25209
Ellis County,20051,Kansas,2022,2357731,27253
Ellsworth County,20053,Kansas,2021,466799,7382
Ellsworth County,20053,Kansas,2022,672413,10207
Finney County,20055,Kansas,2021,2394862,25592
Finney County,20055,Kansas,2022,3797354,36990
Ford County,20057,Kansas,2021,2263301,22899
Ford County,20057,Kansas,2022,3507166,36857
Franklin County,20059,Kansas,2021,1087531,16285
Franklin County,20059,Kansas,2022,2297235,27973
Geary County,20061,Kansas,2021,1390827,15140
Geary County,20061,Kansas,2022,3075406,24718
Gove County,20063,Kansas,2021,153786,7700
Gove County,20063,Kansas,2022,262445,7456
Graham County,20065,Kansas,2021,102627,2786
Graham County,20065,Kansas,2022,188543,4718
Grant County,20067,Kansas,2021,398506,7711
Grant County,20067,Kansas,2022,757930,11766
Gray County,20069,Kansas,2021,252259,5387
Gray County,20069,Kansas,2022,403032,7359
Greeley County,20071,Kansas,2021,45772,435
Greeley County,20071,Kansas,2022,110240,1143
Greenwood County,20073,Kansas,2021,266373,3789
Greenwood County,20073,Kansas,2022,594579,7745
Hamilton County,20075,Kansas,2021,85110,313
Hamilton County,20075,Kansas,2022,155201,1101
