countyname,fips,state,year,cases_count,deaths_count
Hertford County,37091,North Carolina,2022,1630319,27770
Hoke County,37093,North Carolina,2021,1965828,22646
Hoke County,37093,North Carolina,2022,5043609,37414
Hyde County,37095,North Carolina,2021,255355,3350
Hyde County,37095,North Carolina,2022,453242,4360
Iredell County,37097,North Carolina,2021,7800208,87544
Iredell County,37097,North Carolina,2022,16386385,149994
Jackson County,37099,North Carolina,2021,1525820,20670
Jackson County,37099,North Carolina,2022,3215853,30422
Johnston County,37101,North Carolina,2021,8846721,89697
Johnston County,37101,North Carolina,2022,20070847,143426
Jones County,37103,North Carolina,2021,352209,9341
Jones County,37103,North Carolina,2022,753597,13024
Lee County,37105,North Carolina,2021,2536072,30787
Lee County,37105,North Carolina,2022,5387418,48459
Lenoir County,37107,North Carolina,2021,2531206,46593
Lenoir County,37107,North Carolina,2022,5305175,70927
Lincoln County,37109,North Carolina,2021,4129067,31173
Lincoln County,37109,North Carolina,2022,8163378,56194
McDowell County,37111,North Carolina,2021,2246613,28871
McDowell County,37111,North Carolina,2022,4596513,55314
Macon County,37113,North Carolina,2021,1283474,15846
Macon County,37113,North Carolina,2022,2615329,37965
Madison County,37115,North Carolina,2021,694375,16465
Madison County,37115,North Carolina,2022,1708451,25897
Martin County,37117,North Carolina,2021,967437,17961
Martin County,37117,North Carolina,2022,2062344,29372
Mecklenburg County,37119,North Carolina,2021,44771586,369327
Mecklenburg County,37119,North Carolina,2022,96191388,524529
Mitchell County,37121,North Carolina,2021,577242,6133
Mitchell County,37121,North Carolina,2022,1195552,12205
Montgomery County,37123,North Carolina,2021,1319259,34340
Montgomery County,37123,North Carolina,2022,2422723,41757
Moore County,37125,North Carolina,2021,3701498,71706
Moore County,37125,North Carolina,2022,8241800,104781
Nash County,37127,North Carolina,2021,4414014,70967
Nash County,37127,North Carolina,2022,8910156,100489
New Hanover County,37129,North Carolina,2021,7782478,71901
New Hanover County,37129,North Carolina,2022,17095021,127092
Northampton County,37131,North Carolina,2021,741341,19284
Northampton County,37131,North Carolina,2022,1492902,27179
Onslow County,37133,North Carolina,2021,7410336,64168
Onslow County,37133,North Carolina,2022,17461948,121678
Orange County,37135,North Carolina,2021,3395732,36446
Orange County,37135,North Carolina,2022,9591662,43214
Pamlico County,37137,North Carolina,2021,452163,5535
Pamlico County,37137,North Carolina,2022,899374,9703
Pasquotank County,37139,North Carolina,2021,1397354,31650
Pasquotank County,37139,North Carolina,2022,2835215,39582
Pender County,37141,North Carolina,2021,2313646,26868
Pender County,37141,North Carolina,2022,5099926,41156
Perquimans County,37143,North Carolina,2021,419956,4002
Perquimans County,37143,North Carolina,2022,928288,7314
Person County,37145,North Carolina,2021,1398784,26062
Person County,37145,North Carolina,2022,3192254,34770
Pitt County,37147,North Carolina,2021,8148991,38317
Pitt County,37147,North Carolina,2022,17804897,70823
Polk County,37149,North Carolina,2021,621796,11992
Polk County,37149,North Carolina,2022,1301496,19842
Randolph County,37151,North Carolina,2021,6060205,89372
Randolph County,37151,North Carolina,2022,11893338,140804
Richmond County,37153,North Carolina,2021,1953964,38924
Richmond County,37153,North Carolina,2022,4327539,61200
Robeson County,37155,North Carolina,2021,6902081,107079
Robeson County,37155,North Carolina,2022,13739196,173391
Rockingham County,37157,North Carolina,2021,3260178,50457
Rockingham County,37157,North Carolina,2022,7368891,92458
Rowan County,37159,North Carolina,2021,7057931,124093
Rowan County,37159,North Carolina,2022,13868502,187821
Rutherford County,37161,North Carolina,2021,3075528,87020
Rutherford County,37161,North Carolina,2022,5834693,128728
Sampson County,37163,North Carolina,2021,3185188,40948
Sampson County,37163,North Carolina,2022,6272899,57996
Scotland County,37165,North Carolina,2021,1583703,32487
Scotland County,37165,North Carolina,2022,3394825,42794
Stanly County,37167,North Carolina,2021,3196668,52013
Stanly County,37167,North Carolina,2022,6474635,83819
Stokes County,37169,North Carolina,2021,1702546,30675
Stokes County,37169,North Carolina,2022,3833094,56702
Surry County,37171,North Carolina,2021,3395651,64196
Surry County,37171,North Carolina,2022,7207673,112009
Swain County,37173,North Carolina,2021,523431,6957
Swain County,37173,North Carolina,2022,1235698,14134
Transylvania County,37175,North Carolina,2021,992962,12478
Transylvania County,37175,North Carolina,2022,2116632,24013
Tyrrell County,37177,North Carolina,2021,142026,2232
Tyrrell County,37177,North Carolina,2022,327773,2697
Union County,37179,North Carolina,2021,9956055,89879
Union County,37179,North Carolina,2022,21004127,156332
Vance County,37181,North Carolina,2021,1935950,32566
Vance County,37181,North Carolina,2022,4076485,39079
Wake County,37183,North Carolina,2021,35962519,264240
Wake County,37183,North Carolina,2022,102031626,362818
Warren County,37185,North Carolina,2021,698010,8010
Warren County,37185,North Carolina,2022,1480321,14228
Washington County,37187,North Carolina,2021,437792,11470
Washington County,37187,North Carolina,2022,1020197,16029
Watauga County,37189,North Carolina,2021,1874097,11841
Watauga County,37189,North Carolina,2022,4069849,21060
Wayne County,37191,North Carolina,2021,4612629,91910
Wayne County,37191,North Carolina,2022,10446246,129224
Wilkes County,37193,North Carolina,2021,2851646,47647
Wilkes County,37193,North Carolina,2022,5942349,85451
Wilson County,37195,North Carolina,2021,3801466,67302
Wilson County,37195,North Carolina,2022,7322178,100899
Yadkin County,37197,North Carolina,2021,1675616,20403
Yadkin County,37197,North Carolina,2022,3759575,37888
Yancey County,37199,North Carolina,2021,725728,9903
Yancey County,37199,North Carolina,2022,1739033,18352
Adams County,38001,North Dakota,2021,111935,1272
Adams County,38001,North Dakota,2022,195474,3171
Barnes County,38003,North Dakota,2021,558859,11855
Barnes County,38003,North Dakota,2022,991169,14942
Benson County,38005,North Dakota,2021,420038,6992
Benson County,38005,North Dakota,2022,646568,7355
Billings County,38007,North Dakota,2021,24313,49
Billings County,38007,North Dakota,2022,48368,323
Bottineau County,38009,North Dakota,2021,293362,7446
Bottineau County,38009,North Dakota,2022,526984,8304
Bowman County,38011,North Dakota,2021,166182,2030
Bowman County,38011,North Dakota,2022,272474,2952
Burke County,38013,North Dakota,2021,95511,796
Burke County,38013,North Dakota,2022,142321,969
Burleigh County,38015,North Dakota,2021,6416999,75468
Burleigh County,38015,North Dakota,2022,11548126,97049
Cass County,38017,North Dakota,2021,9654685,79075
Cass County,38017,North Dakota,2022,19720314,106020
Cavalier County,38019,North Dakota,2021,168803,1818
Cavalier County,38019,North Dakota,2022,271577,2261
Dickey County,38021,North Dakota,2021,311158,12160
Dickey County,38021,North Dakota,2022,495434,12626
Divide County,38023,North Dakota,2021,76081,794
Divide County,38023,North Dakota,2022,155968,1271
Dunn County,38025,North Dakota,2021,179448,2555
Dunn County,38025,North Dakota,2022,342584,2609
Eddy County,38027,North Dakota,2021,176918,2190
Eddy County,38027,North Dakota,2022,251838,1938
Emmons County,38029,North Dakota,2021,170206,4895
Emmons County,38029,North Dakota,2022,239752,5731
Foster County,38031,North Dakota,2021,221497,6935
Foster County,38031,North Dakota,2022,324742,7260
Golden Valley County,38033,North Dakota,2021,103639,1093
Golden Valley County,38033,North Dakota,2022,153939,1292
Grand Forks County,38035,North Dakota,2021,4101238,29480
Grand Forks County,38035,North Dakota,2022,7379773,39623
Grant County,38037,North Dakota,2021,86690,2619
Grant County,38037,North Dakota,2022,152306,3554
Griggs County,38039,North Dakota,2021,124958,730
Griggs County,38039,North Dakota,2022,192027,646
Hettinger County,38041,North Dakota,2021,136281,1653
Hettinger County,38041,North Dakota,2022,269972,2536
Kidder County,38043,North Dakota,2021,108658,3767
Kidder County,38043,North Dakota,2022,167908,4217
LaMoure County,38045,North Dakota,2021,209301,6201
LaMoure County,38045,North Dakota,2022,331566,6383
Logan County,38047,North Dakota,2021,99100,3473
Logan County,38047,North Dakota,2022,146013,3828
McHenry County,38049,North Dakota,2021,261553,8368
McHenry County,38049,North Dakota,2022,438830,9893
McIntosh County,38051,North Dakota,2021,138946,2690
McIntosh County,38051,North Dakota,2022,227830,2916
McKenzie County,38053,North Dakota,2021,595831,5501
McKenzie County,38053,North Dakota,2022,1070856,8090
McLean County,38055,North Dakota,2021,528249,12148
McLean County,38055,North Dakota,2022,903909,15777
Mercer County,38057,North Dakota,2021,476530,4222
Mercer County,38057,North Dakota,2022,848561,7682
Morton County,38059,North Dakota,2021,2146256,37941
Morton County,38059,North Dakota,2022,3714003,45547
Mountrail County,38061,North Dakota,2021,556777,7374
Mountrail County,38061,North Dakota,2022,1073720,11708
Nelson County,38063,North Dakota,2021,180724,5352
Nelson County,38063,North Dakota,2022,253542,5765
Oliver County,38065,North Dakota,2021,63220,1041
Oliver County,38065,North Dakota,2022,107779,1562
Pembina County,38067,North Dakota,2021,341729,4194
Pembina County,38067,North Dakota,2022,659765,5201
Pierce County,38069,North Dakota,2021,223314,9306
Pierce County,38069,North Dakota,2022,349573,10226
Ramsey County,38071,North Dakota,2021,678219,11632
Ramsey County,38071,North Dakota,2022,1193529,17930
Ransom County,38073,North Dakota,2021,272569,6380
Ransom County,38073,North Dakota,2022,504537,8860
Renville County,38075,North Dakota,2021,124650,5013
Renville County,38075,North Dakota,2022,183075,4845
Richland County,38077,North Dakota,2021,778642,6477
Richland County,38077,North Dakota,2022,1344373,7394
Rolette County,38079,North Dakota,2021,878699,10735
Rolette County,38079,North Dakota,2022,2048540,13630
Sargent County,38081,North Dakota,2021,191287,2534
Sargent County,38081,North Dakota,2022,344866,2907
Sheridan County,38083,North Dakota,2021,49858,896
Sheridan County,38083,North Dakota,2022,97045,2223
Sioux County,38085,North Dakota,2021,265547,4730
Sioux County,38085,North Dakota,2022,445436,6117
Slope County,38087,North Dakota,2021,13239,0
Slope County,38087,North Dakota,2022,20817,0
Stark County,38089,North Dakota,2021,2075300,20163
Stark County,38089,North Dakota,2022,3847765,27495
Steele County,38091,North Dakota,2021,75517,730
Steele County,38091,North Dakota,2022,125173,646
Stutsman County,38093,North Dakota,2021,1377795,29897
Stutsman County,38093,North Dakota,2022,2327422,31117
Towner County,38095,North Dakota,2021,125522,3995
Towner County,38095,North Dakota,2022,211378,3843
Traill County,38097,North Dakota,2021,416605,6762
Traill County,38097,North Dakota,2022,712954,8162
Walsh County,38099,North Dakota,2021,727292,9688
Walsh County,38099,North Dakota,2022,1122889,11027
Ward County,38101,North Dakota,2021,3935010,73592
Ward County,38101,North Dakota,2022,6833497,80413
Wells County,38103,North Dakota,2021,183035,3077
Wells County,38103,North Dakota,2022,339132,3810
Williams County,38105,North Dakota,2021,1988468,15387
Williams County,38105,North Dakota,2022,3464819,21876
Adams County,39001,Ohio,2021,1060095,22255
Adams County,39001,Ohio,2022,2360931,47383
Allen County,39003,Ohio,2021,4778150,88432
Allen County,39003,Ohio,2022,9184531,151425
Ashland County,39005,Ohio,2021,1860501,36684
Ashland County,39005,Ohio,2022,4052494,69483
Ashtabula County,39007,Ohio,2021,2853924,63486
Ashtabula County,39007,Ohio,2022,6834271,135976
Athens County,39009,Ohio,2021,2127841,21541
Athens County,39009,Ohio,2022,5053278,44917
Auglaize County,39011,Ohio,2021,2013878,32705
Auglaize County,39011,Ohio,2022,3865417,59012
Belmont County,39013,Ohio,2021,2488411,59778
Belmont County,39013,Ohio,2022,5265090,97701
Brown County,39015,Ohio,2021,1718643,24015
Brown County,39015,Ohio,2022,3762142,57182
Butler County,39017,Ohio,2021,15429018,216508
Butler County,39017,Ohio,2022,31234295,366739
Carroll County,39019,Ohio,2021,839977,17977
Carroll County,39019,Ohio,2022,1766149,40115
Champaign County,39021,Ohio,2021,1402778,21763
Champaign County,39021,Ohio,2022,2935453,46466
Clark County,39023,Ohio,2021,5698502,115583
Clark County,39023,Ohio,2022,11778699,183304
Clermont County,39025,Ohio,2021,8147553,93409
Clermont County,39025,Ohio,2022,17450169,176339
Clinton County,39027,Ohio,2021,1597285,26161
Clinton County,39027,Ohio,2022,3462565,52872
Columbiana County,39029,Ohio,2021,3849167,85839
Columbiana County,39029,Ohio,2022,8205722,154031
Coshocton County,39031,Ohio,2021,1202249,23484
Coshocton County,39031,Ohio,2022,2705750,50771
Crawford County,39033,Ohio,2021,1716956,40985
Crawford County,39033,Ohio,2022,3803797,67777
Cuyahoga County,39035,Ohio,2021,44671793,773732
Cuyahoga County,39035,Ohio,2022,93178415,1206274
Darke County,39037,Ohio,2021,2205063,48640
Darke County,39037,Ohio,2022,4140190,75523
Defiance County,39039,Ohio,2021,1764145,36221
Defiance County,39039,Ohio,2022,3414712,52545
Delaware County,39041,Ohio,2021,7322592,50358
Delaware County,39041,Ohio,2022,15210182,86186
Erie County,39043,Ohio,2021,3199568,60562
Erie County,39043,Ohio,2022,6652138,85277
Fairfield County,39045,Ohio,2021,6535859,74589
Fairfield County,39045,Ohio,2022,12995516,136204
Fayette County,39047,Ohio,2021,1201644,18630
Fayette County,39047,Ohio,2022,2598961,38330
Franklin County,39049,Ohio,2021,49677311,519872
Franklin County,39049,Ohio,2022,99097408,824300
Fulton County,39051,Ohio,2021,1751548,28273
Fulton County,39051,Ohio,2022,3466077,56800
Gallia County,39053,Ohio,2021,1074243,19082
Gallia County,39053,Ohio,2022,2613869,39565
Geauga County,39055,Ohio,2021,2725975,52332
Geauga County,39055,Ohio,2022,5497241,85049
Greene County,39057,Ohio,2021,6260830,94450
Greene County,39057,Ohio,2022,12807249,162545
Guernsey County,39059,Ohio,2021,1471841,20226
Guernsey County,39059,Ohio,2022,3589716,48289
Hamilton County,39061,Ohio,2021,31711588,433551
Hamilton County,39061,Ohio,2022,64064336,656986
Hancock County,39063,Ohio,2021,2816213,49015
Hancock County,39063,Ohio,2022,5750289,87409
Hardin County,39065,Ohio,2021,1153459,24736
Hardin County,39065,Ohio,2022,2375794,49910
Harrison County,39067,Ohio,2021,484740,13590
Harrison County,39067,Ohio,2022,1101502,23649
Henry County,39069,Ohio,2021,1094937,24330
Henry County,39069,Ohio,2022,2157569,34116
Highland County,39071,Ohio,2021,1575311,25798
Highland County,39071,Ohio,2022,3588940,57668
Hocking County,39073,Ohio,2021,943608,22993
Hocking County,39073,Ohio,2022,2263616,39038
Holmes County,39075,Ohio,2021,1068232,38568
Holmes County,39075,Ohio,2022,1690025,58439
Huron County,39077,Ohio,2021,2322626,43435
Huron County,39077,Ohio,2022,4902491,70631
Jackson County,39079,Ohio,2021,1362065,22154
Jackson County,39079,Ohio,2022,3060850,44645
Jefferson County,39081,Ohio,2021,2327670,57837
Jefferson County,39081,Ohio,2022,5023466,101614
Knox County,39083,Ohio,2021,2002827,40967
Knox County,39083,Ohio,2022,4487377,73392
Lake County,39085,Ohio,2021,8301983,136771
Lake County,39085,Ohio,2022,16742034,234684
Lawrence County,39087,Ohio,2021,2520978,40385
Lawrence County,39087,Ohio,2022,6129625,80127
Licking County,39089,Ohio,2021,6781373,85050
Licking County,39089,Ohio,2022,14170942,152132
Logan County,39091,Ohio,2021,1641986,28600
Logan County,39091,Ohio,2022,3450344,54451
Lorain County,39093,Ohio,2021,10345797,178140
Lorain County,39093,Ohio,2022,23224399,311620
Lucas County,39095,Ohio,2021,16604966,301011
Lucas County,39095,Ohio,2022,34231501,449900
Madison County,39097,Ohio,2021,1747877,23364
Madison County,39097,Ohio,2022,3231739,42731
Mahoning County,39099,Ohio,2021,8935169,219618
Mahoning County,39099,Ohio,2022,18179821,347404
Marion County,39101,Ohio,2021,3507697,53672
Marion County,39101,Ohio,2022,6697536,85786
Medina County,39103,Ohio,2021,6355667,98581
Medina County,39103,Ohio,2022,13708485,161481
